class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_volume,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_publication_date,has_version_place_of_publication,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value
Manifestation,Le Corbeille de roses,,,Le Corbeille de roses,Le Corbeille de roses.md,Ao5Ame5q39g9,181398730176591290518,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/LTZ2PAutKcZC,waltz,,,,,,,,,,,,,,,,,,,,
Manifestation,Le Corbeille de roses,,,Le Corbeille de roses,Le Corbeille de roses.md,Ao5Ame5q39g9,181398730176591290518,has_part,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le Corbeille de roses,,,Le Corbeille de roses,Le Corbeille de roses.md,Ao5Ame5q39g9,181398730176591290518,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,24.0,1856-03-01,Journal des demoiselles,,,,,,,,,,,,,,,
Manifestation,Le Corbeille de roses,,,Le Corbeille de roses,Le Corbeille de roses.md,Ao5Ame5q39g9,181398730176591290518,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Ewn4kBPzhWzy,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",George Sawanoff,,,,,,,,,,,,
Manifestation,Le Corbeille de roses,,,Le Corbeille de roses,Le Corbeille de roses.md,Ao5Ame5q39g9,181398730176591290518,has_version,,,,,,,,,,,https://cat.orpheusinstituut.be/cgi-bin/koha/opac-detail.pl?biblionumber=22186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/nvkQnSyBbvsT', 'label': 'Orpheus Instituut'}",1856-03-01,"[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",,,,,,,,
Manifestation,Le Corbeille de roses,,,Le Corbeille de roses,Le Corbeille de roses.md,Ao5Ame5q39g9,181398730176591290518,title,,,,,,,,,,,,,,,Le Corbeille de roses. Valse brillante,,,,,,,
Manifestation,Le Corbeille de roses,,,Le Corbeille de roses,Le Corbeille de roses.md,Ao5Ame5q39g9,181398730176591290518,instrumentation,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,
Manifestation,Le Corbeille de roses,,,Le Corbeille de roses,Le Corbeille de roses.md,Ao5Ame5q39g9,181398730176591290518,depicts,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le Corbeille de roses,,,Le Corbeille de roses,Le Corbeille de roses.md,Ao5Ame5q39g9,181398730176591290518,about,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le Corbeille de roses,,,Le Corbeille de roses,Le Corbeille de roses.md,Ao5Ame5q39g9,181398730176591290518,language,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le Corbeille de roses,,,Le Corbeille de roses,Le Corbeille de roses.md,Ao5Ame5q39g9,181398730176591290518,based_on,,,,,,,,,,,,,,,,,,,,,,
