class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value,related_to_label,member_of_value
Agent,Olympe Caroline d'Oultremont,"[""Olympe du Bois d'Aische""]",,Olympe Caroline d'Oultremont,Olympe Caroline d'Oultremont.md,jJR8QbUjykJp,852011225273596336231,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,,,
Agent,Olympe Caroline d'Oultremont,"[""Olympe du Bois d'Aische""]",,Olympe Caroline d'Oultremont,Olympe Caroline d'Oultremont.md,jJR8QbUjykJp,852011225273596336231,date_of_birth,,,,,,,,,,,,,,,
Agent,Olympe Caroline d'Oultremont,"[""Olympe du Bois d'Aische""]",,Olympe Caroline d'Oultremont,Olympe Caroline d'Oultremont.md,jJR8QbUjykJp,852011225273596336231,described_by_source,,,,,,,,,,,,,,,
Agent,Olympe Caroline d'Oultremont,"[""Olympe du Bois d'Aische""]",,Olympe Caroline d'Oultremont,Olympe Caroline d'Oultremont.md,jJR8QbUjykJp,852011225273596336231,date_of_death,,,,,,,,,,,,,,,
Agent,Olympe Caroline d'Oultremont,"[""Olympe du Bois d'Aische""]",,Olympe Caroline d'Oultremont,Olympe Caroline d'Oultremont.md,jJR8QbUjykJp,852011225273596336231,place_of_birth,,,,,,,,,,,,,,,
Agent,Olympe Caroline d'Oultremont,"[""Olympe du Bois d'Aische""]",,Olympe Caroline d'Oultremont,Olympe Caroline d'Oultremont.md,jJR8QbUjykJp,852011225273596336231,place_of_death,,,,,,,,,,,,,,,
Agent,Olympe Caroline d'Oultremont,"[""Olympe du Bois d'Aische""]",,Olympe Caroline d'Oultremont,Olympe Caroline d'Oultremont.md,jJR8QbUjykJp,852011225273596336231,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/6vopxa7szAQ4,female,,,,,,
Agent,Olympe Caroline d'Oultremont,"[""Olympe du Bois d'Aische""]",,Olympe Caroline d'Oultremont,Olympe Caroline d'Oultremont.md,jJR8QbUjykJp,852011225273596336231,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q136207050,,,,,
Agent,Olympe Caroline d'Oultremont,"[""Olympe du Bois d'Aische""]",,Olympe Caroline d'Oultremont,Olympe Caroline d'Oultremont.md,jJR8QbUjykJp,852011225273596336231,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fgecgVu7ZDZ7,patron of the arts,,,
Agent,Olympe Caroline d'Oultremont,"[""Olympe du Bois d'Aische""]",,Olympe Caroline d'Oultremont,Olympe Caroline d'Oultremont.md,jJR8QbUjykJp,852011225273596336231,related_to,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,Journal des demoiselles,
Agent,Olympe Caroline d'Oultremont,"[""Olympe du Bois d'Aische""]",,Olympe Caroline d'Oultremont,Olympe Caroline d'Oultremont.md,jJR8QbUjykJp,852011225273596336231,member_of,,,,,,,,,,,,,,,
