class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value,member_of_value
Agent,Wolfgang Amadeus Mozart,,,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart.md,V8FvqpV6QvB7,559429953896597703278,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,,
Agent,Wolfgang Amadeus Mozart,,,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart.md,V8FvqpV6QvB7,559429953896597703278,date_of_birth,,,,,,,,,,,,,,
Agent,Wolfgang Amadeus Mozart,,,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart.md,V8FvqpV6QvB7,559429953896597703278,described_by_source,,,,,,,,,,,,,,
Agent,Wolfgang Amadeus Mozart,,,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart.md,V8FvqpV6QvB7,559429953896597703278,date_of_death,,,,,,,,,,,,,,
Agent,Wolfgang Amadeus Mozart,,,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart.md,V8FvqpV6QvB7,559429953896597703278,place_of_birth,,,,,,,,,,,,,,
Agent,Wolfgang Amadeus Mozart,,,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart.md,V8FvqpV6QvB7,559429953896597703278,place_of_death,,,,,,,,,,,,,,
Agent,Wolfgang Amadeus Mozart,,,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart.md,V8FvqpV6QvB7,559429953896597703278,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,,
Agent,Wolfgang Amadeus Mozart,,,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart.md,V8FvqpV6QvB7,559429953896597703278,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q254,,,,
Agent,Wolfgang Amadeus Mozart,,,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart.md,V8FvqpV6QvB7,559429953896597703278,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer,,
Agent,Wolfgang Amadeus Mozart,,,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart.md,V8FvqpV6QvB7,559429953896597703278,related_to,,,,,,,,,,,,,,
Agent,Wolfgang Amadeus Mozart,,,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart.md,V8FvqpV6QvB7,559429953896597703278,member_of,,,,,,,,,,,,,,
