class,description,aliases,label,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,described_by_source_value,identifier_value
Concept,,,mazurka,mazurka,mazurka.md,aRNbPTwmsbtP,668806311544781823963,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Mj6hzfVSHHew,classical dance music,,,
Concept,,,mazurka,mazurka,mazurka.md,aRNbPTwmsbtP,668806311544781823963,subclass_of,,,,,
Concept,,,mazurka,mazurka,mazurka.md,aRNbPTwmsbtP,668806311544781823963,described_by_source,,,,,
Concept,,,mazurka,mazurka,mazurka.md,aRNbPTwmsbtP,668806311544781823963,identifier,,,,,http://www.wikidata.org/entity/Q151942
