class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_publication_date,has_version_place_of_publication,has_version_holding_institution,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,has_part,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,,Journal des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/jUohUDQ7mo5u,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/FM6DzoKyNv6j', 'label': 'dedicatee'}",Abonnés du Journal des Demoiselles,,,,,,,,,,,,,,
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/SeXwxsETv2Gv,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Nicolau Manent,,,,,,,,,,,,,,
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,has_version,,,,,,,,,,https://catalog.b-bc.org/cgi-bin/koha/opac-detail.pl?biblionumber=61729,,,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/iKoQN6jW4jjj', 'label': 'Royal Conservatory of Brussels'}",,,,,,,,,,
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,title,,,,,,,,,,,,,,Juliette : redowa / par Maurant,,,,,,,,,
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,depicts,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,about,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,language,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,based_on,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Juliette. Redowa,,,Juliette. Redowa,Juliette. Redowa.md,UmAvUECZ97n7,552157487728809712949,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/2gCyPUvK3LoF,redowa
