class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,about_label,language_value,language_label,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,has_part,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1897.0,Journal des demoiselles,,,,,,,,,,,,,,,,,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/crb8sHGULhSY,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PGagqrY8C5Aa', 'label': 'lyricist'}",Théodore Botrel,,,,,,,,,,,,,,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/azE7uwfUFGTm,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Ferdinand Misti-Mifliez,,,,,,,,,,,,,,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,has_version,,,,,,,,,,https://strutture-provincia.primo.exlibrisgroup.com/permalink/39SBT_INST/116i12g/alma991003112499706186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/ZrEGPsvHE4pG', 'label': 'Biblioteca Civica Girolamo Tartarotti'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1897.0,,,,,,,,,,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,title,,,,,,,,,,,,,,Les petits sabots : chanson bretonne de Théodore Bottrel ; musique de Misti.,,,,,,,,,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cyw32uWwiuUQ,1.0,voice,,,,,,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,depicts,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,about,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cPayemxUKyHY,folklore,,,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fcrABEiDKbza,French,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Les petits sabots. Chanson bretonne,,,Les petits sabots. Chanson bretonne,Les petits sabots. Chanson bretonne.md,gqXyUUV6R5GE,801370135249782262776,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/8FqAjuo6FtkU,song
