class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_volume,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_publication_date,has_version_external_source,has_version_IIIF_manifest,has_version_place_of_publication,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,language_label,based_on_value
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/8FqAjuo6FtkU,song,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,has_part,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,4.0,1836-01-01,Journal des demoiselles,,,,,,,,,,,,,,,,,,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fVVUZGiGyTJr,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cZsa9QkDZfZY', 'label': 'arranger'}",Joseph Vimeux,,,,,,,,,,,,,,,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/d3bH5kZvxqbQ,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",C.A. Boulanger,,,,,,,,,,,,,,,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,has_version,,,,,,,,,,,https://mdz-nbn-resolving.de/details:bsb10359987,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PSaEANSLWUfh', 'label': 'Munich Digitization Center'}",1836-01-01,https://www.digitale-sammlungen.de/en/view/bsb10359987,https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10359987/manifest,"[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",,,,,,,,,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,title,,,,,,,,,,,,,,,,,La Prière. Dédiée à S.M. la reine des français,,,,,,,,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,instrumentation,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/oVWVztHMuzF4,1.0,guitar,,,,,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,instrumentation,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,instrumentation,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cyw32uWwiuUQ,1.0,voice,,,,,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,depicts,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,about,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fcrABEiDKbza,French,
Manifestation,La Prière. Dédiée à S.M. la reine des français,,,La Prière. Dédiée à S.M. la reine des français,La Prière. Dédiée à S.M. la reine des français.md,7TU8upyA98qe,112396240648006500678,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
