class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Blondine. Scottisch,,,Blondine. Scottisch,Blondine. Scottisch.md,jFn4UqJzNzoB,851058068557535498727,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,
Manifestation,Blondine. Scottisch,,,Blondine. Scottisch,Blondine. Scottisch.md,jFn4UqJzNzoB,851058068557535498727,has_part,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Blondine. Scottisch,,,Blondine. Scottisch,Blondine. Scottisch.md,jFn4UqJzNzoB,851058068557535498727,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1863-07,Journal des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,Blondine. Scottisch,,,Blondine. Scottisch,Blondine. Scottisch.md,jFn4UqJzNzoB,851058068557535498727,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/4bAmLVeeH4gn,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Alfred Systermans,,,,,,,,,,,,,,
Manifestation,Blondine. Scottisch,,,Blondine. Scottisch,Blondine. Scottisch.md,jFn4UqJzNzoB,851058068557535498727,has_version,,,,,,,,,,https://strutture-provincia.primo.exlibrisgroup.com/permalink/39SBT_INST/116i12g/alma991012399599706186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/koyArz5BTiZv', 'label': 'Municipal Library of Trento'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1863.0,,,,,,,,,,
Manifestation,Blondine. Scottisch,,,Blondine. Scottisch,Blondine. Scottisch.md,jFn4UqJzNzoB,851058068557535498727,title,,,,,,,,,,,,,,Blondine : Scottisch par Alfred Systermans,,,,,,,,,
Manifestation,Blondine. Scottisch,,,Blondine. Scottisch,Blondine. Scottisch.md,jFn4UqJzNzoB,851058068557535498727,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,Blondine. Scottisch,,,Blondine. Scottisch,Blondine. Scottisch.md,jFn4UqJzNzoB,851058068557535498727,depicts,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Blondine. Scottisch,,,Blondine. Scottisch,Blondine. Scottisch.md,jFn4UqJzNzoB,851058068557535498727,about,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Blondine. Scottisch,,,Blondine. Scottisch,Blondine. Scottisch.md,jFn4UqJzNzoB,851058068557535498727,language,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Blondine. Scottisch,,,Blondine. Scottisch,Blondine. Scottisch.md,jFn4UqJzNzoB,851058068557535498727,based_on,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Blondine. Scottisch,,,Blondine. Scottisch,Blondine. Scottisch.md,jFn4UqJzNzoB,851058068557535498727,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/P3xwqK2mHjC7,schottische
