class,label,aliases,description,base_name,filename,id,n_id,property,identifier_value,instance_of_value,instance_of_label,described_by_source_value,described_by_source_label,inception_value,location_value,location_label,country_value,country_label,dissolved_value,contributor_value,contributor_role,contributor_label
Organisation,Trésor des demoiselles,['Le trésor des demoiselles'],Belgian periodical,Trésor des demoiselles,Trésor des demoiselles.md,VWaxuELqVfKN,567515594472666155378,identifier,http://wikidata.org/entity/Q88565625,,,,,,,,,,,,,
Organisation,Trésor des demoiselles,['Le trésor des demoiselles'],Belgian periodical,Trésor des demoiselles,Trésor des demoiselles.md,VWaxuELqVfKN,567515594472666155378,instance_of,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Ue6ZuYvAVpqW,periodical,,,,,,,,,,,
Organisation,Trésor des demoiselles,['Le trésor des demoiselles'],Belgian periodical,Trésor des demoiselles,Trésor des demoiselles.md,VWaxuELqVfKN,567515594472666155378,described_by_source,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/S2Htsbzzq7aP,Agents of Change,,,,,,,,,
Organisation,Trésor des demoiselles,['Le trésor des demoiselles'],Belgian periodical,Trésor des demoiselles,Trésor des demoiselles.md,VWaxuELqVfKN,567515594472666155378,inception,,,,,,,,,,,,,,
Organisation,Trésor des demoiselles,['Le trésor des demoiselles'],Belgian periodical,Trésor des demoiselles,Trésor des demoiselles.md,VWaxuELqVfKN,567515594472666155378,location,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/BxHoLQMESXU2,Brussels,,,,,,
Organisation,Trésor des demoiselles,['Le trésor des demoiselles'],Belgian periodical,Trésor des demoiselles,Trésor des demoiselles.md,VWaxuELqVfKN,567515594472666155378,country,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/B2DaBkDtqy5R,Belgium,,,,
Organisation,Trésor des demoiselles,['Le trésor des demoiselles'],Belgian periodical,Trésor des demoiselles,Trésor des demoiselles.md,VWaxuELqVfKN,567515594472666155378,dissolved,,,,,,,,,,,,,,
Organisation,Trésor des demoiselles,['Le trésor des demoiselles'],Belgian periodical,Trésor des demoiselles,Trésor des demoiselles.md,VWaxuELqVfKN,567515594472666155378,contributor,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/QNrJy8MMgzU8,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/nQTxNAy4WtLK', 'label': 'editor'}",Louise Jeanne Cécile Ruelens
Organisation,Trésor des demoiselles,['Le trésor des demoiselles'],Belgian periodical,Trésor des demoiselles,Trésor des demoiselles.md,VWaxuELqVfKN,567515594472666155378,contributor,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/XogB6ccutzoR,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Tk5wRTQJ7aUs', 'label': 'publisher'}",François Desterbecq
