class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_publication_date,has_version_place_of_publication,has_version_holding_institution,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,has_part,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,,Journal des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/jUohUDQ7mo5u,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/FM6DzoKyNv6j', 'label': 'dedicatee'}",Abonnés du Journal des Demoiselles,,,,,,,,,,,,,,
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVwFKDmktcqF,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",A. Morin,,,,,,,,,,,,,,
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,has_version,,,,,,,,,,https://catalog.b-bc.org/cgi-bin/koha/opac-detail.pl?biblionumber=61728,,,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/iKoQN6jW4jjj', 'label': 'Royal Conservatory of Brussels'}",,,,,,,,,,
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,title,,,,,,,,,,,,,,Maïa : polka mazurka / par A. Morin,,,,,,,,,
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,depicts,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,about,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,language,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,based_on,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/U66A6PCCFAfU,polka
Manifestation,Maïa. Polka mazurka. Par A. Morin,,,Maïa. Polka mazurka. Par A. Morin,Maïa. Polka mazurka. Par A. Morin.md,Pwixv9i4zdSe,452801841892657528572,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/aRNbPTwmsbtP,mazurka
