class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value
Agent,Félicien David,['Félicien-César David'],,Félicien David,Félicien David.md,TVtNwqiSPkGY,525992304202142748993,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,
Agent,Félicien David,['Félicien-César David'],,Félicien David,Félicien David.md,TVtNwqiSPkGY,525992304202142748993,date_of_birth,,,,,,,,,,,,,
Agent,Félicien David,['Félicien-César David'],,Félicien David,Félicien David.md,TVtNwqiSPkGY,525992304202142748993,described_by_source,,,,,,,,,,,,,
Agent,Félicien David,['Félicien-César David'],,Félicien David,Félicien David.md,TVtNwqiSPkGY,525992304202142748993,date_of_death,,,,,,,,,,,,,
Agent,Félicien David,['Félicien-César David'],,Félicien David,Félicien David.md,TVtNwqiSPkGY,525992304202142748993,place_of_birth,,,,,,,,,,,,,
Agent,Félicien David,['Félicien-César David'],,Félicien David,Félicien David.md,TVtNwqiSPkGY,525992304202142748993,place_of_death,,,,,,,,,,,,,
Agent,Félicien David,['Félicien-César David'],,Félicien David,Félicien David.md,TVtNwqiSPkGY,525992304202142748993,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,
Agent,Félicien David,['Félicien-César David'],,Félicien David,Félicien David.md,TVtNwqiSPkGY,525992304202142748993,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q951933,,,
Agent,Félicien David,['Félicien-César David'],,Félicien David,Félicien David.md,TVtNwqiSPkGY,525992304202142748993,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer,
Agent,Félicien David,['Félicien-César David'],,Félicien David,Félicien David.md,TVtNwqiSPkGY,525992304202142748993,related_to,,,,,,,,,,,,,
