class,description,aliases,label,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,described_by_source_value,identifier_value
Concept,,,opera singer,opera singer,opera singer.md,VMZCquADC29J,564246033656257086301,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/mQD8LFQ4A2HJ,occupation,,,
Concept,,,opera singer,opera singer,opera singer.md,VMZCquADC29J,564246033656257086301,subclass_of,,,,,
Concept,,,opera singer,opera singer,opera singer.md,VMZCquADC29J,564246033656257086301,described_by_source,,,,,
Concept,,,opera singer,opera singer,opera singer.md,VMZCquADC29J,564246033656257086301,identifier,,,,,http://www.wikidata.org/entity/Q2865819
