class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,language_label,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,has_part,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1868-07,Journal des demoiselles,,,,,,,,,,,,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/dotvkxrkZXYu,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Antoine Rocheblave,,,,,,,,,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/bbp23eR4DnZs,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PGagqrY8C5Aa', 'label': 'lyricist'}",Élisa Adam-Boisgontier,,,,,,,,,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,has_version,,,,,,,,,,https://strutture-provincia.primo.exlibrisgroup.com/permalink/39SBT_INST/116i12g/alma991012399869706186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/WYNgoYLdzNNR', 'label': 'Biblioteca comunale di Ala'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1868.0,,,,,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,title,,,,,,,,,,,,,,La campanella : choeur pour trois voix égales : accompagnement de piano ad lib. paroles de M.me Adam Boisgontier ; musique de A. Rocheblave .,,,,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cyw32uWwiuUQ,3.0,voice,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,instrumentation,,,,,,,,,,,,,,,[[choir],1.0,,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,depicts,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,about,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,language,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fcrABEiDKbza,French,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,based_on,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La campanella. Choeur pour trois voix égales,,,La campanella. Choeur pour trois voix égales,La campanella. Choeur pour trois voix égales.md,aAwRBxbZtQ2U,663584273049551694461,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/mJoqgcVWrVcM,choral music
