class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label
Agent,Emile Millet,['Émile Millet'],,Emile Millet,Emile Millet.md,5KtRTRb3rbmX,68382451963409343080,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,
Agent,Emile Millet,['Émile Millet'],,Emile Millet,Emile Millet.md,5KtRTRb3rbmX,68382451963409343080,date_of_birth,,,,,,,,,,,,
Agent,Emile Millet,['Émile Millet'],,Emile Millet,Emile Millet.md,5KtRTRb3rbmX,68382451963409343080,described_by_source,,,,,,,,,,,,
Agent,Emile Millet,['Émile Millet'],,Emile Millet,Emile Millet.md,5KtRTRb3rbmX,68382451963409343080,date_of_death,,,,,,,,,,,,
Agent,Emile Millet,['Émile Millet'],,Emile Millet,Emile Millet.md,5KtRTRb3rbmX,68382451963409343080,place_of_birth,,,,,,,,,,,,
Agent,Emile Millet,['Émile Millet'],,Emile Millet,Emile Millet.md,5KtRTRb3rbmX,68382451963409343080,place_of_death,,,,,,,,,,,,
Agent,Emile Millet,['Émile Millet'],,Emile Millet,Emile Millet.md,5KtRTRb3rbmX,68382451963409343080,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,
Agent,Emile Millet,['Émile Millet'],,Emile Millet,Emile Millet.md,5KtRTRb3rbmX,68382451963409343080,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q110213212,,
Agent,Emile Millet,['Émile Millet'],,Emile Millet,Emile Millet.md,5KtRTRb3rbmX,68382451963409343080,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer
Agent,Emile Millet,['Émile Millet'],,Emile Millet,Emile Millet.md,5KtRTRb3rbmX,68382451963409343080,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/k84Wz2Lp88Er,music educator
