class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value,member_of_value
Agent,André Lénéka,['Delormeil'],,André Lénéka,André Lénéka.md,Ni6ASxqtSvxQ,427225677198570037543,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,,
Agent,André Lénéka,['Delormeil'],,André Lénéka,André Lénéka.md,Ni6ASxqtSvxQ,427225677198570037543,date_of_birth,,,1859.0,,,,,,,,,,,
Agent,André Lénéka,['Delormeil'],,André Lénéka,André Lénéka.md,Ni6ASxqtSvxQ,427225677198570037543,described_by_source,,,,,,,,,,,,,,
Agent,André Lénéka,['Delormeil'],,André Lénéka,André Lénéka.md,Ni6ASxqtSvxQ,427225677198570037543,date_of_death,,,,,1937.0,,,,,,,,,
Agent,André Lénéka,['Delormeil'],,André Lénéka,André Lénéka.md,Ni6ASxqtSvxQ,427225677198570037543,place_of_birth,,,,,,,,,,,,,,
Agent,André Lénéka,['Delormeil'],,André Lénéka,André Lénéka.md,Ni6ASxqtSvxQ,427225677198570037543,place_of_death,,,,,,,,,,,,,,
Agent,André Lénéka,['Delormeil'],,André Lénéka,André Lénéka.md,Ni6ASxqtSvxQ,427225677198570037543,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,,
Agent,André Lénéka,['Delormeil'],,André Lénéka,André Lénéka.md,Ni6ASxqtSvxQ,427225677198570037543,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q108662729,,,,
Agent,André Lénéka,['Delormeil'],,André Lénéka,André Lénéka.md,Ni6ASxqtSvxQ,427225677198570037543,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PGagqrY8C5Aa,lyricist,,
Agent,André Lénéka,['Delormeil'],,André Lénéka,André Lénéka.md,Ni6ASxqtSvxQ,427225677198570037543,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Mgp8YUwRv3Jz,librettist,,
Agent,André Lénéka,['Delormeil'],,André Lénéka,André Lénéka.md,Ni6ASxqtSvxQ,427225677198570037543,related_to,,,,,,,,,,,,,,
Agent,André Lénéka,['Delormeil'],,André Lénéka,André Lénéka.md,Ni6ASxqtSvxQ,427225677198570037543,member_of,,,,,,,,,,,,,,
