class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value
Agent,Giacomo Meyerbeer,,,Giacomo Meyerbeer,Giacomo Meyerbeer.md,S4YqwhiP6ga4,496181550096405603188,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,
Agent,Giacomo Meyerbeer,,,Giacomo Meyerbeer,Giacomo Meyerbeer.md,S4YqwhiP6ga4,496181550096405603188,date_of_birth,,,,,,,,,,,,,
Agent,Giacomo Meyerbeer,,,Giacomo Meyerbeer,Giacomo Meyerbeer.md,S4YqwhiP6ga4,496181550096405603188,described_by_source,,,,,,,,,,,,,
Agent,Giacomo Meyerbeer,,,Giacomo Meyerbeer,Giacomo Meyerbeer.md,S4YqwhiP6ga4,496181550096405603188,date_of_death,,,,,,,,,,,,,
Agent,Giacomo Meyerbeer,,,Giacomo Meyerbeer,Giacomo Meyerbeer.md,S4YqwhiP6ga4,496181550096405603188,place_of_birth,,,,,,,,,,,,,
Agent,Giacomo Meyerbeer,,,Giacomo Meyerbeer,Giacomo Meyerbeer.md,S4YqwhiP6ga4,496181550096405603188,place_of_death,,,,,,,,,,,,,
Agent,Giacomo Meyerbeer,,,Giacomo Meyerbeer,Giacomo Meyerbeer.md,S4YqwhiP6ga4,496181550096405603188,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,
Agent,Giacomo Meyerbeer,,,Giacomo Meyerbeer,Giacomo Meyerbeer.md,S4YqwhiP6ga4,496181550096405603188,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q263297,,,
Agent,Giacomo Meyerbeer,,,Giacomo Meyerbeer,Giacomo Meyerbeer.md,S4YqwhiP6ga4,496181550096405603188,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer,
Agent,Giacomo Meyerbeer,,,Giacomo Meyerbeer,Giacomo Meyerbeer.md,S4YqwhiP6ga4,496181550096405603188,related_to,,,,,,,,,,,,,
