class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_volume,part_of_label,contributor_value,contributor_role,contributor_reference_URL,contributor_label,has_version_place_of_publication,has_version_permalink,has_version_holding_institution,has_version_publisher,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,based_on_value,based_on_label,about_value,language_value,language_label
Manifestation,Chansonette de l'opéra Le caïd,,,Chansonette de l'opéra Le caïd,Chansonette de l'opéra Le caïd.md,WPYDAMp8mTS3,585599682863744563150,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/8FqAjuo6FtkU,song,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Chansonette de l'opéra Le caïd,,,Chansonette de l'opéra Le caïd,Chansonette de l'opéra Le caïd.md,WPYDAMp8mTS3,585599682863744563150,has_part,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Chansonette de l'opéra Le caïd,,,Chansonette de l'opéra Le caïd,Chansonette de l'opéra Le caïd.md,WPYDAMp8mTS3,585599682863744563150,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/VWaxuELqVfKN,5.0,Trésor des demoiselles,,,,,,,,,,,,,,,,,,
Manifestation,Chansonette de l'opéra Le caïd,,,Chansonette de l'opéra Le caïd,Chansonette de l'opéra Le caïd.md,WPYDAMp8mTS3,585599682863744563150,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/XogB6ccutzoR,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Tk5wRTQJ7aUs', 'label': 'publisher'}",https://anet.be/record/opacap/c:lvd:12971554,François Desterbecq,,,,,,,,,,,,,,
Manifestation,Chansonette de l'opéra Le caïd,,,Chansonette de l'opéra Le caïd,Chansonette de l'opéra Le caïd.md,WPYDAMp8mTS3,585599682863744563150,has_version,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/BxHoLQMESXU2', 'label': 'Brussels'}",https://anet.be/record/ap/opacap/c:lvd:12971554,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/RYU7rRDeh5zs', 'label': 'Royal Conservatory of Antwerp'}","{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/XogB6ccutzoR', 'label': 'François Desterbecq'}",,,,,,,,,,
Manifestation,Chansonette de l'opéra Le caïd,,,Chansonette de l'opéra Le caïd,Chansonette de l'opéra Le caïd.md,WPYDAMp8mTS3,585599682863744563150,title,,,,,,,,,,,,,,,Chansonette de l'opéra Le caïd,,,,,,,,,
Manifestation,Chansonette de l'opéra Le caïd,,,Chansonette de l'opéra Le caïd,Chansonette de l'opéra Le caïd.md,WPYDAMp8mTS3,585599682863744563150,instrumentation,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,Chansonette de l'opéra Le caïd,,,Chansonette de l'opéra Le caïd,Chansonette de l'opéra Le caïd.md,WPYDAMp8mTS3,585599682863744563150,instrumentation,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cyw32uWwiuUQ,1.0,voice,,,,,,
Manifestation,Chansonette de l'opéra Le caïd,,,Chansonette de l'opéra Le caïd,Chansonette de l'opéra Le caïd.md,WPYDAMp8mTS3,585599682863744563150,depicts,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Chansonette de l'opéra Le caïd,,,Chansonette de l'opéra Le caïd,Chansonette de l'opéra Le caïd.md,WPYDAMp8mTS3,585599682863744563150,based_on,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/C2iCicFyAfex,Le Caïd,,,
Manifestation,Chansonette de l'opéra Le caïd,,,Chansonette de l'opéra Le caïd,Chansonette de l'opéra Le caïd.md,WPYDAMp8mTS3,585599682863744563150,about,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Chansonette de l'opéra Le caïd,,,Chansonette de l'opéra Le caïd,Chansonette de l'opéra Le caïd.md,WPYDAMp8mTS3,585599682863744563150,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fcrABEiDKbza,French
