class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Le piccolo. Polka,,Dediée à M.me Denise,Le piccolo. Polka,Le piccolo. Polka.md,8fvbrDC9s3jb,137544680024466936024,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le piccolo. Polka,,Dediée à M.me Denise,Le piccolo. Polka,Le piccolo. Polka.md,8fvbrDC9s3jb,137544680024466936024,has_part,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le piccolo. Polka,,Dediée à M.me Denise,Le piccolo. Polka,Le piccolo. Polka.md,8fvbrDC9s3jb,137544680024466936024,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1868-09,Journal des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,Le piccolo. Polka,,Dediée à M.me Denise,Le piccolo. Polka,Le piccolo. Polka.md,8fvbrDC9s3jb,137544680024466936024,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/XBKYGzUx9kMC,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Ernest Létang,,,,,,,,,,,,,,
Manifestation,Le piccolo. Polka,,Dediée à M.me Denise,Le piccolo. Polka,Le piccolo. Polka.md,8fvbrDC9s3jb,137544680024466936024,has_version,,,,,,,,,,https://strutture-provincia.primo.exlibrisgroup.com/permalink/39SBT_INST/116i12g/alma991012400759706186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/WYNgoYLdzNNR', 'label': 'Biblioteca comunale di Ala'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1868.0,,,,,,,,,,
Manifestation,Le piccolo. Polka,,Dediée à M.me Denise,Le piccolo. Polka,Le piccolo. Polka.md,8fvbrDC9s3jb,137544680024466936024,title,,,,,,,,,,,,,,Le piccolo : Polka par E. Létang.,,,,,,,,,
Manifestation,Le piccolo. Polka,,Dediée à M.me Denise,Le piccolo. Polka,Le piccolo. Polka.md,8fvbrDC9s3jb,137544680024466936024,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,Le piccolo. Polka,,Dediée à M.me Denise,Le piccolo. Polka,Le piccolo. Polka.md,8fvbrDC9s3jb,137544680024466936024,depicts,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le piccolo. Polka,,Dediée à M.me Denise,Le piccolo. Polka,Le piccolo. Polka.md,8fvbrDC9s3jb,137544680024466936024,about,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le piccolo. Polka,,Dediée à M.me Denise,Le piccolo. Polka,Le piccolo. Polka.md,8fvbrDC9s3jb,137544680024466936024,language,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le piccolo. Polka,,Dediée à M.me Denise,Le piccolo. Polka,Le piccolo. Polka.md,8fvbrDC9s3jb,137544680024466936024,based_on,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le piccolo. Polka,,Dediée à M.me Denise,Le piccolo. Polka,Le piccolo. Polka.md,8fvbrDC9s3jb,137544680024466936024,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/U66A6PCCFAfU,polka
