class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,related_to_value,related_to_relationship,related_to_label
Agent,Marie Antonine Joséphine de Gramont,"[""Comtesse d'Archiac""]",,Marie Antonine Joséphine de Gramont,Marie Antonine Joséphine de Gramont.md,7rCN58jGBfxB,120622848673130977968,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,,
Agent,Marie Antonine Joséphine de Gramont,"[""Comtesse d'Archiac""]",,Marie Antonine Joséphine de Gramont,Marie Antonine Joséphine de Gramont.md,7rCN58jGBfxB,120622848673130977968,date_of_birth,,,1848.0,,,,,,,,,,,
Agent,Marie Antonine Joséphine de Gramont,"[""Comtesse d'Archiac""]",,Marie Antonine Joséphine de Gramont,Marie Antonine Joséphine de Gramont.md,7rCN58jGBfxB,120622848673130977968,described_by_source,,,,,,,,,,,,,,
Agent,Marie Antonine Joséphine de Gramont,"[""Comtesse d'Archiac""]",,Marie Antonine Joséphine de Gramont,Marie Antonine Joséphine de Gramont.md,7rCN58jGBfxB,120622848673130977968,date_of_death,,,,,1904.0,,,,,,,,,
Agent,Marie Antonine Joséphine de Gramont,"[""Comtesse d'Archiac""]",,Marie Antonine Joséphine de Gramont,Marie Antonine Joséphine de Gramont.md,7rCN58jGBfxB,120622848673130977968,place_of_birth,,,,,,,,,,,,,,
Agent,Marie Antonine Joséphine de Gramont,"[""Comtesse d'Archiac""]",,Marie Antonine Joséphine de Gramont,Marie Antonine Joséphine de Gramont.md,7rCN58jGBfxB,120622848673130977968,place_of_death,,,,,,,,,,,,,,
Agent,Marie Antonine Joséphine de Gramont,"[""Comtesse d'Archiac""]",,Marie Antonine Joséphine de Gramont,Marie Antonine Joséphine de Gramont.md,7rCN58jGBfxB,120622848673130977968,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/6vopxa7szAQ4,female,,,,,
Agent,Marie Antonine Joséphine de Gramont,"[""Comtesse d'Archiac""]",,Marie Antonine Joséphine de Gramont,Marie Antonine Joséphine de Gramont.md,7rCN58jGBfxB,120622848673130977968,identifier,,,,,,,,,,,,,,
Agent,Marie Antonine Joséphine de Gramont,"[""Comtesse d'Archiac""]",,Marie Antonine Joséphine de Gramont,Marie Antonine Joséphine de Gramont.md,7rCN58jGBfxB,120622848673130977968,occupation,,,,,,,,,,,,,,
Agent,Marie Antonine Joséphine de Gramont,"[""Comtesse d'Archiac""]",,Marie Antonine Joséphine de Gramont,Marie Antonine Joséphine de Gramont.md,7rCN58jGBfxB,120622848673130977968,related_to,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/KLpFS5UzpXyY,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Zw3J5xiqV2bA', 'label': 'spouse'}",Étienne Desmier d'Archiac
