class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_volume,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_publication_date,has_version_external_source,has_version_IIIF_manifest,has_version_place_of_publication,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value
Manifestation,L'Elisir d'amore. Quadrille,,,L'Elisir d'amore. Quadrille,L'Elisir d'amore. Quadrille.md,SFGi6gHQvH4j,500061417507748931744,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HKt9yvCZmpw6,quadrille,,,,,,,,,,,,,,,,,,,,,,
Manifestation,L'Elisir d'amore. Quadrille,,,L'Elisir d'amore. Quadrille,L'Elisir d'amore. Quadrille.md,SFGi6gHQvH4j,500061417507748931744,has_part,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,L'Elisir d'amore. Quadrille,,,L'Elisir d'amore. Quadrille,L'Elisir d'amore. Quadrille.md,SFGi6gHQvH4j,500061417507748931744,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,7.0,1839-01-01,Journal des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,L'Elisir d'amore. Quadrille,,,L'Elisir d'amore. Quadrille,L'Elisir d'amore. Quadrille.md,SFGi6gHQvH4j,500061417507748931744,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/CaRovnpexber,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cZsa9QkDZfZY', 'label': 'arranger'}",Louis Antoine Jullien,,,,,,,,,,,,,,
Manifestation,L'Elisir d'amore. Quadrille,,,L'Elisir d'amore. Quadrille,L'Elisir d'amore. Quadrille.md,SFGi6gHQvH4j,500061417507748931744,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PBr2jjFrFXnm,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Gaetano Donizetti,,,,,,,,,,,,,,
Manifestation,L'Elisir d'amore. Quadrille,,,L'Elisir d'amore. Quadrille,L'Elisir d'amore. Quadrille.md,SFGi6gHQvH4j,500061417507748931744,has_version,,,,,,,,,,,https://mdz-nbn-resolving.de/details:bsb10359990,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PSaEANSLWUfh', 'label': 'Munich Digitization Center'}",1839-01-01,https://www.digitale-sammlungen.de/en/view/bsb10359990,https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10359990/manifest,"[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",,,,,,,,
Manifestation,L'Elisir d'amore. Quadrille,,,L'Elisir d'amore. Quadrille,L'Elisir d'amore. Quadrille.md,SFGi6gHQvH4j,500061417507748931744,title,,,,,,,,,,,,,,,,,L'Elisir d'amore. Quadrille,,,,,,,
Manifestation,L'Elisir d'amore. Quadrille,,,L'Elisir d'amore. Quadrille,L'Elisir d'amore. Quadrille.md,SFGi6gHQvH4j,500061417507748931744,instrumentation,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,
Manifestation,L'Elisir d'amore. Quadrille,,,L'Elisir d'amore. Quadrille,L'Elisir d'amore. Quadrille.md,SFGi6gHQvH4j,500061417507748931744,depicts,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,L'Elisir d'amore. Quadrille,,,L'Elisir d'amore. Quadrille,L'Elisir d'amore. Quadrille.md,SFGi6gHQvH4j,500061417507748931744,about,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,L'Elisir d'amore. Quadrille,,,L'Elisir d'amore. Quadrille,L'Elisir d'amore. Quadrille.md,SFGi6gHQvH4j,500061417507748931744,language,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,L'Elisir d'amore. Quadrille,,,L'Elisir d'amore. Quadrille,L'Elisir d'amore. Quadrille.md,SFGi6gHQvH4j,500061417507748931744,based_on,,,,,,,,,,,,,,,,,,,,,,,,
