class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value,member_of_value
Agent,Ernesto Nicolini,,,Ernesto Nicolini,Ernesto Nicolini.md,iSimXAKtZnp4,834383702585809948190,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,,
Agent,Ernesto Nicolini,,,Ernesto Nicolini,Ernesto Nicolini.md,iSimXAKtZnp4,834383702585809948190,date_of_birth,,,1834.0,,,,,,,,,,,
Agent,Ernesto Nicolini,,,Ernesto Nicolini,Ernesto Nicolini.md,iSimXAKtZnp4,834383702585809948190,described_by_source,,,,,,,,,,,,,,
Agent,Ernesto Nicolini,,,Ernesto Nicolini,Ernesto Nicolini.md,iSimXAKtZnp4,834383702585809948190,date_of_death,,,,,1898.0,,,,,,,,,
Agent,Ernesto Nicolini,,,Ernesto Nicolini,Ernesto Nicolini.md,iSimXAKtZnp4,834383702585809948190,place_of_birth,,,,,,,,,,,,,,
Agent,Ernesto Nicolini,,,Ernesto Nicolini,Ernesto Nicolini.md,iSimXAKtZnp4,834383702585809948190,place_of_death,,,,,,,,,,,,,,
Agent,Ernesto Nicolini,,,Ernesto Nicolini,Ernesto Nicolini.md,iSimXAKtZnp4,834383702585809948190,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,,
Agent,Ernesto Nicolini,,,Ernesto Nicolini,Ernesto Nicolini.md,iSimXAKtZnp4,834383702585809948190,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q3083329,,,,
Agent,Ernesto Nicolini,,,Ernesto Nicolini,Ernesto Nicolini.md,iSimXAKtZnp4,834383702585809948190,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer,,
Agent,Ernesto Nicolini,,,Ernesto Nicolini,Ernesto Nicolini.md,iSimXAKtZnp4,834383702585809948190,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/VMZCquADC29J,opera singer,,
Agent,Ernesto Nicolini,,,Ernesto Nicolini,Ernesto Nicolini.md,iSimXAKtZnp4,834383702585809948190,related_to,,,,,,,,,,,,,,
Agent,Ernesto Nicolini,,,Ernesto Nicolini,Ernesto Nicolini.md,iSimXAKtZnp4,834383702585809948190,member_of,,,,,,,,,,,,,,
