class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,has_version_note,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,has_part,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1868-09,Journal des demoiselles,,,,,,,,,,,,,,,,,,
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/k3KxZ8he3QS2,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",H. Henry,,,,,,,,,,,,,,,
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,has_version,,,,,,,,,,https://strutture-provincia.primo.exlibrisgroup.com/permalink/39SBT_INST/116i12g/alma991012400029706186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/WYNgoYLdzNNR', 'label': 'Biblioteca comunale di Ala'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1868.0,Romance tirée de L'operette La Bohémienne,,,,,,,,,,
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,title,,,,,,,,,,,,,,,Le sommeil de l'enfant : duettino concertant pour piano et violon par A. Henry.,,,,,,,,,
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,instrumentation,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Un5sANwGQqnd],1.0,,,,,,,
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,instrumentation,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,depicts,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,about,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,language,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,based_on,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Rbyhy2fEYa2g,duet
Manifestation,La sommeil de l'enfant. Duettino concertant pour piano et violon,,,La sommeil de l'enfant. Duettino concertant pour piano et violon,La sommeil de l'enfant. Duettino concertant pour piano et violon.md,53thyZtdtUR6,62591760458497264375,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/XRwJorUjHMLm,chamber music
