class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label
Agent,Eugène Talbot,,,Eugène Talbot,Eugène Talbot.md,axFwXa8k5P4u,679987129020356437338,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,
Agent,Eugène Talbot,,,Eugène Talbot,Eugène Talbot.md,axFwXa8k5P4u,679987129020356437338,date_of_birth,,,,,,,,,,,,
Agent,Eugène Talbot,,,Eugène Talbot,Eugène Talbot.md,axFwXa8k5P4u,679987129020356437338,described_by_source,,,,,,,,,,,,
Agent,Eugène Talbot,,,Eugène Talbot,Eugène Talbot.md,axFwXa8k5P4u,679987129020356437338,date_of_death,,,,,,,,,,,,
Agent,Eugène Talbot,,,Eugène Talbot,Eugène Talbot.md,axFwXa8k5P4u,679987129020356437338,place_of_birth,,,,,,,,,,,,
Agent,Eugène Talbot,,,Eugène Talbot,Eugène Talbot.md,axFwXa8k5P4u,679987129020356437338,place_of_death,,,,,,,,,,,,
Agent,Eugène Talbot,,,Eugène Talbot,Eugène Talbot.md,axFwXa8k5P4u,679987129020356437338,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,
Agent,Eugène Talbot,,,Eugène Talbot,Eugène Talbot.md,axFwXa8k5P4u,679987129020356437338,identifier,,,,,,,,,,http://wikidata.org/entity/Q18117908,,
Agent,Eugène Talbot,,,Eugène Talbot,Eugène Talbot.md,axFwXa8k5P4u,679987129020356437338,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer
Agent,Eugène Talbot,,,Eugène Talbot,Eugène Talbot.md,axFwXa8k5P4u,679987129020356437338,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/3yS9agtba9rA,translator
