class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_volume,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_publication_date,has_version_external_source,has_version_IIIF_manifest,has_version_place_of_publication,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,language_label,based_on_value
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/8FqAjuo6FtkU,song,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,has_part,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,7.0,1839-01-01,Journal des demoiselles,,,,,,,,,,,,,,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fVVUZGiGyTJr,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cZsa9QkDZfZY', 'label': 'arranger'}",Joseph Vimeux,,,,,,,,,,,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/5BX54FRugrpJ,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Francesco Masini,,,,,,,,,,,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/H83bdJHHtVPP,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PGagqrY8C5Aa', 'label': 'lyricist'}",Laure Jourdain,,,,,,,,,,,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,has_version,,,,,,,,,,,https://mdz-nbn-resolving.de/details:bsb10359990,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PSaEANSLWUfh', 'label': 'Munich Digitization Center'}",1839-01-01,https://www.digitale-sammlungen.de/en/view/bsb10359990,https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10359990/manifest,"[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",,,,,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,title,,,,,,,,,,,,,,,,,Sans toi. Romance,,,,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,instrumentation,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/oVWVztHMuzF4,1.0,guitar,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,instrumentation,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,instrumentation,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cyw32uWwiuUQ,1.0,voice,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,depicts,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,about,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fcrABEiDKbza,French,
Manifestation,Sans toi. Romance,,,Sans toi. Romance,Sans toi. Romance.md,PB4vr6chWqRK,436630788970231454132,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
