class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,language_label,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,has_part,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1866-09,Journal des demoiselles,,,,,,,,,,,,,,,,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/dotvkxrkZXYu,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Antoine Rocheblave,,,,,,,,,,,,,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/bbp23eR4DnZs,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PGagqrY8C5Aa', 'label': 'lyricist'}",Élisa Adam-Boisgontier,,,,,,,,,,,,,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,has_version,,,,,,,,,,https://strutture-provincia.primo.exlibrisgroup.com/permalink/39SBT_INST/116i12g/alma991005002449706186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/LXpbq9mb5bNo', 'label': 'Biblioteca Thun'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1866.0,,,,,,,,,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,title,,,,,,,,,,,,,,Fleurettes : ronde paroles de Mme Adam Boisgontier ; musique de A. Rocheblave.,,,,,,,,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cyw32uWwiuUQ,1.0,voice,,,,,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,depicts,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,about,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,language,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fcrABEiDKbza,French,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,based_on,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HSET3ivinxzc,rondeau
Manifestation,Fleurettes. Ronde,,,Fleurettes. Ronde,Fleurettes. Ronde.md,NxEGxdxzJVmw,432345682109118174590,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/8FqAjuo6FtkU,song
