class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value,member_of_value
Agent,A. Henry,,,A. Henry,A. Henry.md,8897nUs2BnXi,126032703663153454201,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,,
Agent,A. Henry,,,A. Henry,A. Henry.md,8897nUs2BnXi,126032703663153454201,date_of_birth,,,,,,,,,,,,,,
Agent,A. Henry,,,A. Henry,A. Henry.md,8897nUs2BnXi,126032703663153454201,described_by_source,,,,,,,,,,,,,,
Agent,A. Henry,,,A. Henry,A. Henry.md,8897nUs2BnXi,126032703663153454201,date_of_death,,,,,,,,,,,,,,
Agent,A. Henry,,,A. Henry,A. Henry.md,8897nUs2BnXi,126032703663153454201,place_of_birth,,,,,,,,,,,,,,
Agent,A. Henry,,,A. Henry,A. Henry.md,8897nUs2BnXi,126032703663153454201,place_of_death,,,,,,,,,,,,,,
Agent,A. Henry,,,A. Henry,A. Henry.md,8897nUs2BnXi,126032703663153454201,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,,
Agent,A. Henry,,,A. Henry,A. Henry.md,8897nUs2BnXi,126032703663153454201,identifier,,,,,,,,,,,,,,
Agent,A. Henry,,,A. Henry,A. Henry.md,8897nUs2BnXi,126032703663153454201,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer,,
Agent,A. Henry,,,A. Henry,A. Henry.md,8897nUs2BnXi,126032703663153454201,related_to,,,,,,,,,,,,,,
Agent,A. Henry,,,A. Henry,A. Henry.md,8897nUs2BnXi,126032703663153454201,member_of,,,,,,,,,,,,,,
