class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_volume,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,has_version_publisher,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire",,,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire","Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire.md",Bi2WWaHWyPiH,200207608156007323119,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire",,,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire","Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire.md",Bi2WWaHWyPiH,200207608156007323119,has_part,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire",,,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire","Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire.md",Bi2WWaHWyPiH,200207608156007323119,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/5vMfYTL9wGVi,1856.0,,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,,,,,,,,,,,,,,,,,,
Manifestation,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire",,,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire","Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire.md",Bi2WWaHWyPiH,200207608156007323119,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/jD5hNbBz25A4,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Camille Schubert,,,,,,,,,,,,,,,
Manifestation,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire",,,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire","Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire.md",Bi2WWaHWyPiH,200207608156007323119,has_version,,,,,,,,,,,https://anet.be/record/ap/opacap/c:lvd:12977300,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/RYU7rRDeh5zs', 'label': 'Royal Conservatory of Antwerp'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1856.0,"[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/jD5hNbBz25A4', 'label': 'Camille Schubert'}]",,,,,,,,,,
Manifestation,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire",,,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire","Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire.md",Bi2WWaHWyPiH,200207608156007323119,title,,,,,,,,,,,,,,,,"Colombine: valse élégante, suivie de: Les gardes nobles: quadrille militaire",,,,,,,,,
Manifestation,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire",,,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire","Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire.md",Bi2WWaHWyPiH,200207608156007323119,instrumentation,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire",,,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire","Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire.md",Bi2WWaHWyPiH,200207608156007323119,depicts,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire",,,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire","Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire.md",Bi2WWaHWyPiH,200207608156007323119,about,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire",,,"Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire","Colombine. Valse élégante, suivie de. Les gardes nobles. Quadrille militaire.md",Bi2WWaHWyPiH,200207608156007323119,language,,,,,,,,,,,,,,,,,,,,,,,,,
