class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value,related_to_label
Agent,Eugène Bousquet,,,Eugène Bousquet,Eugène Bousquet.md,MzKoxNkE4So3,412469059970502468361,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,,
Agent,Eugène Bousquet,,,Eugène Bousquet,Eugène Bousquet.md,MzKoxNkE4So3,412469059970502468361,date_of_birth,,,,,,,,,,,,,,
Agent,Eugène Bousquet,,,Eugène Bousquet,Eugène Bousquet.md,MzKoxNkE4So3,412469059970502468361,described_by_source,,,,,,,,,,,,,,
Agent,Eugène Bousquet,,,Eugène Bousquet,Eugène Bousquet.md,MzKoxNkE4So3,412469059970502468361,date_of_death,,,,,,,,,,,,,,
Agent,Eugène Bousquet,,,Eugène Bousquet,Eugène Bousquet.md,MzKoxNkE4So3,412469059970502468361,place_of_birth,,,,,,,,,,,,,,
Agent,Eugène Bousquet,,,Eugène Bousquet,Eugène Bousquet.md,MzKoxNkE4So3,412469059970502468361,place_of_death,,,,,,,,,,,,,,
Agent,Eugène Bousquet,,,Eugène Bousquet,Eugène Bousquet.md,MzKoxNkE4So3,412469059970502468361,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,,
Agent,Eugène Bousquet,,,Eugène Bousquet,Eugène Bousquet.md,MzKoxNkE4So3,412469059970502468361,identifier,,,,,,,,,,,,,,
Agent,Eugène Bousquet,,,Eugène Bousquet,Eugène Bousquet.md,MzKoxNkE4So3,412469059970502468361,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer,,
Agent,Eugène Bousquet,,,Eugène Bousquet,Eugène Bousquet.md,MzKoxNkE4So3,412469059970502468361,related_to,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,Journal des demoiselles
