class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value,related_to_label,member_of_value
Agent,Jules ten Brink,,,Jules ten Brink,Jules ten Brink.md,YbNR26axZDQC,631153688996098441030,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,,,
Agent,Jules ten Brink,,,Jules ten Brink,Jules ten Brink.md,YbNR26axZDQC,631153688996098441030,date_of_birth,,,1838.0,,,,,,,,,,,,
Agent,Jules ten Brink,,,Jules ten Brink,Jules ten Brink.md,YbNR26axZDQC,631153688996098441030,described_by_source,,,,,,,,,,,,,,,
Agent,Jules ten Brink,,,Jules ten Brink,Jules ten Brink.md,YbNR26axZDQC,631153688996098441030,date_of_death,,,,,1889.0,,,,,,,,,,
Agent,Jules ten Brink,,,Jules ten Brink,Jules ten Brink.md,YbNR26axZDQC,631153688996098441030,place_of_birth,,,,,,,,,,,,,,,
Agent,Jules ten Brink,,,Jules ten Brink,Jules ten Brink.md,YbNR26axZDQC,631153688996098441030,place_of_death,,,,,,,,,,,,,,,
Agent,Jules ten Brink,,,Jules ten Brink,Jules ten Brink.md,YbNR26axZDQC,631153688996098441030,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,,,
Agent,Jules ten Brink,,,Jules ten Brink,Jules ten Brink.md,YbNR26axZDQC,631153688996098441030,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q27861144,,,,,
Agent,Jules ten Brink,,,Jules ten Brink,Jules ten Brink.md,YbNR26axZDQC,631153688996098441030,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer,,,
Agent,Jules ten Brink,,,Jules ten Brink,Jules ten Brink.md,YbNR26axZDQC,631153688996098441030,related_to,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,Journal des demoiselles,
Agent,Jules ten Brink,,,Jules ten Brink,Jules ten Brink.md,YbNR26axZDQC,631153688996098441030,member_of,,,,,,,,,,,,,,,
