class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,identifier_value,occupation_value,related_to_value
Organisation,Abonnés du Journal des Demoiselles,['Subscribers of the Journal des Demoiselles'],,Abonnés du Journal des Demoiselles,Abonnés du Journal des Demoiselles.md,jUohUDQ7mo5u,855774974975647529733,instance_of,,,,,,,,,,
Organisation,Abonnés du Journal des Demoiselles,['Subscribers of the Journal des Demoiselles'],,Abonnés du Journal des Demoiselles,Abonnés du Journal des Demoiselles.md,jUohUDQ7mo5u,855774974975647529733,date_of_birth,,,,,,,,,,
Organisation,Abonnés du Journal des Demoiselles,['Subscribers of the Journal des Demoiselles'],,Abonnés du Journal des Demoiselles,Abonnés du Journal des Demoiselles.md,jUohUDQ7mo5u,855774974975647529733,described_by_source,,,,,,,,,,
Organisation,Abonnés du Journal des Demoiselles,['Subscribers of the Journal des Demoiselles'],,Abonnés du Journal des Demoiselles,Abonnés du Journal des Demoiselles.md,jUohUDQ7mo5u,855774974975647529733,date_of_death,,,,,,,,,,
Organisation,Abonnés du Journal des Demoiselles,['Subscribers of the Journal des Demoiselles'],,Abonnés du Journal des Demoiselles,Abonnés du Journal des Demoiselles.md,jUohUDQ7mo5u,855774974975647529733,place_of_birth,,,,,,,,,,
Organisation,Abonnés du Journal des Demoiselles,['Subscribers of the Journal des Demoiselles'],,Abonnés du Journal des Demoiselles,Abonnés du Journal des Demoiselles.md,jUohUDQ7mo5u,855774974975647529733,place_of_death,,,,,,,,,,
Organisation,Abonnés du Journal des Demoiselles,['Subscribers of the Journal des Demoiselles'],,Abonnés du Journal des Demoiselles,Abonnés du Journal des Demoiselles.md,jUohUDQ7mo5u,855774974975647529733,sex_or_gender,,,,,,,,,,
Organisation,Abonnés du Journal des Demoiselles,['Subscribers of the Journal des Demoiselles'],,Abonnés du Journal des Demoiselles,Abonnés du Journal des Demoiselles.md,jUohUDQ7mo5u,855774974975647529733,identifier,,,,,,,,,,
Organisation,Abonnés du Journal des Demoiselles,['Subscribers of the Journal des Demoiselles'],,Abonnés du Journal des Demoiselles,Abonnés du Journal des Demoiselles.md,jUohUDQ7mo5u,855774974975647529733,occupation,,,,,,,,,,
Organisation,Abonnés du Journal des Demoiselles,['Subscribers of the Journal des Demoiselles'],,Abonnés du Journal des Demoiselles,Abonnés du Journal des Demoiselles.md,jUohUDQ7mo5u,855774974975647529733,related_to,,,,,,,,,,
