class,description,aliases,label,base_name,filename,id,n_id,property,instance_of_value,subclass_of_value,described_by_source_value,identifier_value
Concept,,,folklore,folklore,folklore.md,cPayemxUKyHY,709432743594089548290,instance_of,,,,
Concept,,,folklore,folklore,folklore.md,cPayemxUKyHY,709432743594089548290,subclass_of,,,,
Concept,,,folklore,folklore,folklore.md,cPayemxUKyHY,709432743594089548290,described_by_source,,,,
Concept,,,folklore,folklore,folklore.md,cPayemxUKyHY,709432743594089548290,identifier,,,,http://www.wikidata.org/entity/Q36192
