class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,described_by_source_value,described_by_source_label,inception_value,location_value,location_label,dissolved_value,contributor_value,contributor_role,contributor_label,official_website_value,identifier_value,country_value,country_label
Organisation,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,['Journal des dames et des demoiselles : guide complet de tous les travaux de dames'],,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames.md,5vMfYTL9wGVi,80858293086102377989,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Ue6ZuYvAVpqW,periodical,,,,,,,,,,,,,
Organisation,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,['Journal des dames et des demoiselles : guide complet de tous les travaux de dames'],,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames.md,5vMfYTL9wGVi,80858293086102377989,described_by_source,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/S2Htsbzzq7aP,Agents of Change,,,,,,,,,,,
Organisation,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,['Journal des dames et des demoiselles : guide complet de tous les travaux de dames'],,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames.md,5vMfYTL9wGVi,80858293086102377989,inception,,,,,1841.0,,,,,,,,,,
Organisation,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,['Journal des dames et des demoiselles : guide complet de tous les travaux de dames'],,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames.md,5vMfYTL9wGVi,80858293086102377989,location,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/BxHoLQMESXU2,Brussels,,,,,,,,
Organisation,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,['Journal des dames et des demoiselles : guide complet de tous les travaux de dames'],,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames.md,5vMfYTL9wGVi,80858293086102377989,dissolved,,,,,,,,1902.0,,,,,,,
Organisation,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,['Journal des dames et des demoiselles : guide complet de tous les travaux de dames'],,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames.md,5vMfYTL9wGVi,80858293086102377989,contributor,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Habre5ErbtGP,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Tk5wRTQJ7aUs', 'label': 'publisher'}",Jean Baptiste Bruylant,,,,
Organisation,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,['Journal des dames et des demoiselles : guide complet de tous les travaux de dames'],,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames.md,5vMfYTL9wGVi,80858293086102377989,official_website,,,,,,,,,,,,,,,
Organisation,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,['Journal des dames et des demoiselles : guide complet de tous les travaux de dames'],,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames.md,5vMfYTL9wGVi,80858293086102377989,identifier,,,,,,,,,,,,,,,
Organisation,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,['Journal des dames et des demoiselles : guide complet de tous les travaux de dames'],,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames,Journal des dames et des demoiselles. Guide complet de tous les travaux de dames.md,5vMfYTL9wGVi,80858293086102377989,country,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/B2DaBkDtqy5R,Belgium
