class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Sydonie. Valse,,,Sydonie. Valse,Sydonie. Valse.md,FSNiNEHhomyP,277087024488866738955,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,
Manifestation,Sydonie. Valse,,,Sydonie. Valse,Sydonie. Valse.md,FSNiNEHhomyP,277087024488866738955,has_part,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Sydonie. Valse,,,Sydonie. Valse,Sydonie. Valse.md,FSNiNEHhomyP,277087024488866738955,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1868-01,Journal des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,Sydonie. Valse,,,Sydonie. Valse,Sydonie. Valse.md,FSNiNEHhomyP,277087024488866738955,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PEzYptShKCkg,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",S. de Lisle,,,,,,,,,,,,,,
Manifestation,Sydonie. Valse,,,Sydonie. Valse,Sydonie. Valse.md,FSNiNEHhomyP,277087024488866738955,has_version,,,,,,,,,,https://strutture-provincia.primo.exlibrisgroup.com/permalink/39SBT_INST/116i12g/alma991012396419706186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/WYNgoYLdzNNR', 'label': 'Biblioteca comunale di Ala'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1868.0,,,,,,,,,,
Manifestation,Sydonie. Valse,,,Sydonie. Valse,Sydonie. Valse.md,FSNiNEHhomyP,277087024488866738955,title,,,,,,,,,,,,,,Sydonie : valse par mademoiselle S. De Lisle.,,,,,,,,,
Manifestation,Sydonie. Valse,,,Sydonie. Valse,Sydonie. Valse.md,FSNiNEHhomyP,277087024488866738955,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,Sydonie. Valse,,,Sydonie. Valse,Sydonie. Valse.md,FSNiNEHhomyP,277087024488866738955,depicts,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Sydonie. Valse,,,Sydonie. Valse,Sydonie. Valse.md,FSNiNEHhomyP,277087024488866738955,about,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Sydonie. Valse,,,Sydonie. Valse,Sydonie. Valse.md,FSNiNEHhomyP,277087024488866738955,language,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Sydonie. Valse,,,Sydonie. Valse,Sydonie. Valse.md,FSNiNEHhomyP,277087024488866738955,based_on,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Sydonie. Valse,,,Sydonie. Valse,Sydonie. Valse.md,FSNiNEHhomyP,277087024488866738955,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/LTZ2PAutKcZC,waltz
