class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value
Manifestation,Janine. Valse,,,Janine. Valse,Janine. Valse.md,M6EodJnVeQXS,393611532146097056769,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,
Manifestation,Janine. Valse,,,Janine. Valse,Janine. Valse.md,M6EodJnVeQXS,393611532146097056769,has_part,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Janine. Valse,,,Janine. Valse,Janine. Valse.md,M6EodJnVeQXS,393611532146097056769,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1869.0,Journal des demoiselles,,,,,,,,,,,,,,,,
Manifestation,Janine. Valse,,,Janine. Valse,Janine. Valse.md,M6EodJnVeQXS,393611532146097056769,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/ek3Kt26Yt2sh,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Auguste Marquerie,,,,,,,,,,,,,
Manifestation,Janine. Valse,,,Janine. Valse,Janine. Valse.md,M6EodJnVeQXS,393611532146097056769,has_version,,,,,,,,,,https://strutture-provincia.primo.exlibrisgroup.com/permalink/39SBT_INST/116i12g/alma991012402019706186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/WYNgoYLdzNNR', 'label': 'Biblioteca comunale di Ala'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1869.0,,,,,,,,,
Manifestation,Janine. Valse,,,Janine. Valse,Janine. Valse.md,M6EodJnVeQXS,393611532146097056769,title,,,,,,,,,,,,,,Janine : valse par A. Marquerie.,,,,,,,,
Manifestation,Janine. Valse,,,Janine. Valse,Janine. Valse.md,M6EodJnVeQXS,393611532146097056769,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,
Manifestation,Janine. Valse,,,Janine. Valse,Janine. Valse.md,M6EodJnVeQXS,393611532146097056769,depicts,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Janine. Valse,,,Janine. Valse,Janine. Valse.md,M6EodJnVeQXS,393611532146097056769,about,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Janine. Valse,,,Janine. Valse,Janine. Valse.md,M6EodJnVeQXS,393611532146097056769,language,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Janine. Valse,,,Janine. Valse,Janine. Valse.md,M6EodJnVeQXS,393611532146097056769,based_on,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Janine. Valse,,,Janine. Valse,Janine. Valse.md,M6EodJnVeQXS,393611532146097056769,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/LTZ2PAutKcZC]
