class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value
Agent,Ernest Boulanger,,,Ernest Boulanger,Ernest Boulanger.md,M5XPBvFV3pSm,393354749756789426599,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,
Agent,Ernest Boulanger,,,Ernest Boulanger,Ernest Boulanger.md,M5XPBvFV3pSm,393354749756789426599,date_of_birth,,,,,,,,,,,,,
Agent,Ernest Boulanger,,,Ernest Boulanger,Ernest Boulanger.md,M5XPBvFV3pSm,393354749756789426599,described_by_source,,,,,,,,,,,,,
Agent,Ernest Boulanger,,,Ernest Boulanger,Ernest Boulanger.md,M5XPBvFV3pSm,393354749756789426599,date_of_death,,,,,,,,,,,,,
Agent,Ernest Boulanger,,,Ernest Boulanger,Ernest Boulanger.md,M5XPBvFV3pSm,393354749756789426599,place_of_birth,,,,,,,,,,,,,
Agent,Ernest Boulanger,,,Ernest Boulanger,Ernest Boulanger.md,M5XPBvFV3pSm,393354749756789426599,place_of_death,,,,,,,,,,,,,
Agent,Ernest Boulanger,,,Ernest Boulanger,Ernest Boulanger.md,M5XPBvFV3pSm,393354749756789426599,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,
Agent,Ernest Boulanger,,,Ernest Boulanger,Ernest Boulanger.md,M5XPBvFV3pSm,393354749756789426599,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q742477,,,
Agent,Ernest Boulanger,,,Ernest Boulanger,Ernest Boulanger.md,M5XPBvFV3pSm,393354749756789426599,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer,
Agent,Ernest Boulanger,,,Ernest Boulanger,Ernest Boulanger.md,M5XPBvFV3pSm,393354749756789426599,related_to,,,,,,,,,,,,,
