class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value
Agent,Theodor Michaelis,['Theodore Michaëlis'],,Theodor Michaelis,Theodor Michaelis.md,RsFBDg2HUa72,492448925456506779261,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,
Agent,Theodor Michaelis,['Theodore Michaëlis'],,Theodor Michaelis,Theodor Michaelis.md,RsFBDg2HUa72,492448925456506779261,date_of_birth,,,1831-03-15,,,,,,,,,,
Agent,Theodor Michaelis,['Theodore Michaëlis'],,Theodor Michaelis,Theodor Michaelis.md,RsFBDg2HUa72,492448925456506779261,described_by_source,,,,,,,,,,,,,
Agent,Theodor Michaelis,['Theodore Michaëlis'],,Theodor Michaelis,Theodor Michaelis.md,RsFBDg2HUa72,492448925456506779261,date_of_death,,,,,1887-11-17,,,,,,,,
Agent,Theodor Michaelis,['Theodore Michaëlis'],,Theodor Michaelis,Theodor Michaelis.md,RsFBDg2HUa72,492448925456506779261,place_of_birth,,,,,,,,,,,,,
Agent,Theodor Michaelis,['Theodore Michaëlis'],,Theodor Michaelis,Theodor Michaelis.md,RsFBDg2HUa72,492448925456506779261,place_of_death,,,,,,,,,,,,,
Agent,Theodor Michaelis,['Theodore Michaëlis'],,Theodor Michaelis,Theodor Michaelis.md,RsFBDg2HUa72,492448925456506779261,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,
Agent,Theodor Michaelis,['Theodore Michaëlis'],,Theodor Michaelis,Theodor Michaelis.md,RsFBDg2HUa72,492448925456506779261,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q50161551,,,
Agent,Theodor Michaelis,['Theodore Michaëlis'],,Theodor Michaelis,Theodor Michaelis.md,RsFBDg2HUa72,492448925456506779261,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer,
Agent,Theodor Michaelis,['Theodore Michaëlis'],,Theodor Michaelis,Theodor Michaelis.md,RsFBDg2HUa72,492448925456506779261,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Tk5wRTQJ7aUs,publisher,
Agent,Theodor Michaelis,['Theodore Michaëlis'],,Theodor Michaelis,Theodor Michaelis.md,RsFBDg2HUa72,492448925456506779261,related_to,,,,,,,,,,,,,
