class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Amélie. Polka mazurka,,,Amélie. Polka mazurka,Amélie. Polka mazurka.md,QHDoUebEJgKi,459495230094366781087,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,
Manifestation,Amélie. Polka mazurka,,,Amélie. Polka mazurka,Amélie. Polka mazurka.md,QHDoUebEJgKi,459495230094366781087,has_part,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Amélie. Polka mazurka,,,Amélie. Polka mazurka,Amélie. Polka mazurka.md,QHDoUebEJgKi,459495230094366781087,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1866-09,Journal des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,Amélie. Polka mazurka,,,Amélie. Polka mazurka,Amélie. Polka mazurka.md,QHDoUebEJgKi,459495230094366781087,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/4bAmLVeeH4gn,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Alfred Systermans,,,,,,,,,,,,,,
Manifestation,Amélie. Polka mazurka,,,Amélie. Polka mazurka,Amélie. Polka mazurka.md,QHDoUebEJgKi,459495230094366781087,has_version,,,,,,,,,,https://strutture-provincia.primo.exlibrisgroup.com/permalink/39SBT_INST/116i12g/alma991005002499706186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/LXpbq9mb5bNo', 'label': 'Biblioteca Thun'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1866.0,,,,,,,,,,
Manifestation,Amélie. Polka mazurka,,,Amélie. Polka mazurka,Amélie. Polka mazurka.md,QHDoUebEJgKi,459495230094366781087,title,,,,,,,,,,,,,,Amélie : polka mazurka par Alfred Systermans.,,,,,,,,,
Manifestation,Amélie. Polka mazurka,,,Amélie. Polka mazurka,Amélie. Polka mazurka.md,QHDoUebEJgKi,459495230094366781087,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,Amélie. Polka mazurka,,,Amélie. Polka mazurka,Amélie. Polka mazurka.md,QHDoUebEJgKi,459495230094366781087,depicts,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Amélie. Polka mazurka,,,Amélie. Polka mazurka,Amélie. Polka mazurka.md,QHDoUebEJgKi,459495230094366781087,about,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Amélie. Polka mazurka,,,Amélie. Polka mazurka,Amélie. Polka mazurka.md,QHDoUebEJgKi,459495230094366781087,language,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Amélie. Polka mazurka,,,Amélie. Polka mazurka,Amélie. Polka mazurka.md,QHDoUebEJgKi,459495230094366781087,based_on,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Amélie. Polka mazurka,,,Amélie. Polka mazurka,Amélie. Polka mazurka.md,QHDoUebEJgKi,459495230094366781087,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/U66A6PCCFAfU,polka
