class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value,member_of_value
Agent,Gustave Chouquet,,,Gustave Chouquet,Gustave Chouquet.md,46bgjfV4h235,42933847100450886555,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,,
Agent,Gustave Chouquet,,,Gustave Chouquet,Gustave Chouquet.md,46bgjfV4h235,42933847100450886555,date_of_birth,,,1819.0,,,,,,,,,,,
Agent,Gustave Chouquet,,,Gustave Chouquet,Gustave Chouquet.md,46bgjfV4h235,42933847100450886555,described_by_source,,,,,,,,,,,,,,
Agent,Gustave Chouquet,,,Gustave Chouquet,Gustave Chouquet.md,46bgjfV4h235,42933847100450886555,date_of_death,,,,,1886.0,,,,,,,,,
Agent,Gustave Chouquet,,,Gustave Chouquet,Gustave Chouquet.md,46bgjfV4h235,42933847100450886555,place_of_birth,,,,,,,,,,,,,,
Agent,Gustave Chouquet,,,Gustave Chouquet,Gustave Chouquet.md,46bgjfV4h235,42933847100450886555,place_of_death,,,,,,,,,,,,,,
Agent,Gustave Chouquet,,,Gustave Chouquet,Gustave Chouquet.md,46bgjfV4h235,42933847100450886555,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,,
Agent,Gustave Chouquet,,,Gustave Chouquet,Gustave Chouquet.md,46bgjfV4h235,42933847100450886555,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q441931,,,,
Agent,Gustave Chouquet,,,Gustave Chouquet,Gustave Chouquet.md,46bgjfV4h235,42933847100450886555,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/JHYsKBRZX72B,historian,,
Agent,Gustave Chouquet,,,Gustave Chouquet,Gustave Chouquet.md,46bgjfV4h235,42933847100450886555,related_to,,,,,,,,,,,,,,
Agent,Gustave Chouquet,,,Gustave Chouquet,Gustave Chouquet.md,46bgjfV4h235,42933847100450886555,member_of,,,,,,,,,,,,,,
