class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Zeffiretto. Barcarolle,,,Zeffiretto. Barcarolle,Zeffiretto. Barcarolle.md,dU5eoh4wTxV8,731692518019615693815,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,
Manifestation,Zeffiretto. Barcarolle,,,Zeffiretto. Barcarolle,Zeffiretto. Barcarolle.md,dU5eoh4wTxV8,731692518019615693815,has_part,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Zeffiretto. Barcarolle,,,Zeffiretto. Barcarolle,Zeffiretto. Barcarolle.md,dU5eoh4wTxV8,731692518019615693815,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1868-03,Journal des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,Zeffiretto. Barcarolle,,,Zeffiretto. Barcarolle,Zeffiretto. Barcarolle.md,dU5eoh4wTxV8,731692518019615693815,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/kF6uppBTjz5K,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Caroline de Saint-Croix,,,,,,,,,,,,,,
Manifestation,Zeffiretto. Barcarolle,,,Zeffiretto. Barcarolle,Zeffiretto. Barcarolle.md,dU5eoh4wTxV8,731692518019615693815,has_version,,,,,,,,,,https://strutture-provincia.primo.exlibrisgroup.com/permalink/39SBT_INST/116i12g/alma991012399509706186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/WYNgoYLdzNNR', 'label': 'Biblioteca comunale di Ala'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1868.0,,,,,,,,,,
Manifestation,Zeffiretto. Barcarolle,,,Zeffiretto. Barcarolle,Zeffiretto. Barcarolle.md,dU5eoh4wTxV8,731692518019615693815,title,,,,,,,,,,,,,,Zeffiretto : barcarolle par M.me Caroline De S.te Croix.,,,,,,,,,
Manifestation,Zeffiretto. Barcarolle,,,Zeffiretto. Barcarolle,Zeffiretto. Barcarolle.md,dU5eoh4wTxV8,731692518019615693815,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,Zeffiretto. Barcarolle,,,Zeffiretto. Barcarolle,Zeffiretto. Barcarolle.md,dU5eoh4wTxV8,731692518019615693815,depicts,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Zeffiretto. Barcarolle,,,Zeffiretto. Barcarolle,Zeffiretto. Barcarolle.md,dU5eoh4wTxV8,731692518019615693815,about,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Zeffiretto. Barcarolle,,,Zeffiretto. Barcarolle,Zeffiretto. Barcarolle.md,dU5eoh4wTxV8,731692518019615693815,language,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Zeffiretto. Barcarolle,,,Zeffiretto. Barcarolle,Zeffiretto. Barcarolle.md,dU5eoh4wTxV8,731692518019615693815,based_on,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Zeffiretto. Barcarolle,,,Zeffiretto. Barcarolle,Zeffiretto. Barcarolle.md,dU5eoh4wTxV8,731692518019615693815,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/eZZoPUKeF5Ph,barcarolle
