class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_volume,part_of_publication_date,part_of_label,contributor_value,has_version_permalink,has_version_holding_institution,has_version_publication_date,has_version_external_source,has_version_IIIF_manifest,has_version_place_of_publication,title_value,instrumentation_value,depicts_value,about_value,language_value,based_on_value
Manifestation,Magasin des demoiselles (1886),,,Magasin des demoiselles (1886),Magasin des demoiselles (1886).md,gDmz3Fec5GTc,788425917901303763620,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Ue6ZuYvAVpqW,periodical,,,,,,,,,,,,,,,,,,
Manifestation,Magasin des demoiselles (1886),,,Magasin des demoiselles (1886),Magasin des demoiselles (1886).md,gDmz3Fec5GTc,788425917901303763620,has_part,,,,,,,,,,,,,,,,,,,,
Manifestation,Magasin des demoiselles (1886),,,Magasin des demoiselles (1886),Magasin des demoiselles (1886).md,gDmz3Fec5GTc,788425917901303763620,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HuT8aF2rGmzB,42.0,1886-01-01,Magasin des demoiselles,,,,,,,,,,,,,
Manifestation,Magasin des demoiselles (1886),,,Magasin des demoiselles (1886),Magasin des demoiselles (1886).md,gDmz3Fec5GTc,788425917901303763620,contributor,,,,,,,,,,,,,,,,,,,,
Manifestation,Magasin des demoiselles (1886),,,Magasin des demoiselles (1886),Magasin des demoiselles (1886).md,gDmz3Fec5GTc,788425917901303763620,has_version,,,,,,,,,http://catalogue.bnf.fr/ark:/12148/cb32810582s,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/MzUK38XpCjqB', 'label': 'Bibliothèque nationale de France'}",1886-01-01,https://gallica.bnf.fr/ark:/12148/bpt6k9996748,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9996748/manifest.json,"[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",,,,,,
Manifestation,Magasin des demoiselles (1886),,,Magasin des demoiselles (1886),Magasin des demoiselles (1886).md,gDmz3Fec5GTc,788425917901303763620,title,,,,,,,,,,,,,,,,,,,,
Manifestation,Magasin des demoiselles (1886),,,Magasin des demoiselles (1886),Magasin des demoiselles (1886).md,gDmz3Fec5GTc,788425917901303763620,instrumentation,,,,,,,,,,,,,,,,,,,,
Manifestation,Magasin des demoiselles (1886),,,Magasin des demoiselles (1886),Magasin des demoiselles (1886).md,gDmz3Fec5GTc,788425917901303763620,depicts,,,,,,,,,,,,,,,,,,,,
Manifestation,Magasin des demoiselles (1886),,,Magasin des demoiselles (1886),Magasin des demoiselles (1886).md,gDmz3Fec5GTc,788425917901303763620,about,,,,,,,,,,,,,,,,,,,,
Manifestation,Magasin des demoiselles (1886),,,Magasin des demoiselles (1886),Magasin des demoiselles (1886).md,gDmz3Fec5GTc,788425917901303763620,language,,,,,,,,,,,,,,,,,,,,
Manifestation,Magasin des demoiselles (1886),,,Magasin des demoiselles (1886),Magasin des demoiselles (1886).md,gDmz3Fec5GTc,788425917901303763620,based_on,,,,,,,,,,,,,,,,,,,,
