class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value,member_of_value
Agent,Carl Maria von Weber,,,Carl Maria von Weber,Carl Maria von Weber.md,8XSuzc4cjCmp,134472594586357324120,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,,
Agent,Carl Maria von Weber,,,Carl Maria von Weber,Carl Maria von Weber.md,8XSuzc4cjCmp,134472594586357324120,date_of_birth,,,,,,,,,,,,,,
Agent,Carl Maria von Weber,,,Carl Maria von Weber,Carl Maria von Weber.md,8XSuzc4cjCmp,134472594586357324120,described_by_source,,,,,,,,,,,,,,
Agent,Carl Maria von Weber,,,Carl Maria von Weber,Carl Maria von Weber.md,8XSuzc4cjCmp,134472594586357324120,date_of_death,,,,,,,,,,,,,,
Agent,Carl Maria von Weber,,,Carl Maria von Weber,Carl Maria von Weber.md,8XSuzc4cjCmp,134472594586357324120,place_of_birth,,,,,,,,,,,,,,
Agent,Carl Maria von Weber,,,Carl Maria von Weber,Carl Maria von Weber.md,8XSuzc4cjCmp,134472594586357324120,place_of_death,,,,,,,,,,,,,,
Agent,Carl Maria von Weber,,,Carl Maria von Weber,Carl Maria von Weber.md,8XSuzc4cjCmp,134472594586357324120,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,,
Agent,Carl Maria von Weber,,,Carl Maria von Weber,Carl Maria von Weber.md,8XSuzc4cjCmp,134472594586357324120,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q154812,,,,
Agent,Carl Maria von Weber,,,Carl Maria von Weber,Carl Maria von Weber.md,8XSuzc4cjCmp,134472594586357324120,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer,,
Agent,Carl Maria von Weber,,,Carl Maria von Weber,Carl Maria von Weber.md,8XSuzc4cjCmp,134472594586357324120,related_to,,,,,,,,,,,,,,
Agent,Carl Maria von Weber,,,Carl Maria von Weber,Carl Maria von Weber.md,8XSuzc4cjCmp,134472594586357324120,member_of,,,,,,,,,,,,,,
