class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label
Agent,Élisa Adam-Boisgontier,"['Elisa Adam-Boisgontier', 'Mme Adam Boisgontier']",,Élisa Adam-Boisgontier,Élisa Adam-Boisgontier.md,bbp23eR4DnZs,693223966861869322573,instance_of,,,,,,,,,,,
Agent,Élisa Adam-Boisgontier,"['Elisa Adam-Boisgontier', 'Mme Adam Boisgontier']",,Élisa Adam-Boisgontier,Élisa Adam-Boisgontier.md,bbp23eR4DnZs,693223966861869322573,date_of_birth,,,,,,,,,,,
Agent,Élisa Adam-Boisgontier,"['Elisa Adam-Boisgontier', 'Mme Adam Boisgontier']",,Élisa Adam-Boisgontier,Élisa Adam-Boisgontier.md,bbp23eR4DnZs,693223966861869322573,described_by_source,,,,,,,,,,,
Agent,Élisa Adam-Boisgontier,"['Elisa Adam-Boisgontier', 'Mme Adam Boisgontier']",,Élisa Adam-Boisgontier,Élisa Adam-Boisgontier.md,bbp23eR4DnZs,693223966861869322573,date_of_death,,,,,,,,,,,
Agent,Élisa Adam-Boisgontier,"['Elisa Adam-Boisgontier', 'Mme Adam Boisgontier']",,Élisa Adam-Boisgontier,Élisa Adam-Boisgontier.md,bbp23eR4DnZs,693223966861869322573,place_of_birth,,,,,,,,,,,
Agent,Élisa Adam-Boisgontier,"['Elisa Adam-Boisgontier', 'Mme Adam Boisgontier']",,Élisa Adam-Boisgontier,Élisa Adam-Boisgontier.md,bbp23eR4DnZs,693223966861869322573,place_of_death,,,,,,,,,,,
Agent,Élisa Adam-Boisgontier,"['Elisa Adam-Boisgontier', 'Mme Adam Boisgontier']",,Élisa Adam-Boisgontier,Élisa Adam-Boisgontier.md,bbp23eR4DnZs,693223966861869322573,sex_or_gender,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/6vopxa7szAQ4,female,,,
Agent,Élisa Adam-Boisgontier,"['Elisa Adam-Boisgontier', 'Mme Adam Boisgontier']",,Élisa Adam-Boisgontier,Élisa Adam-Boisgontier.md,bbp23eR4DnZs,693223966861869322573,identifier,,,,,,,,,http://www.wikidata.org/entity/Q54894949,,
Agent,Élisa Adam-Boisgontier,"['Elisa Adam-Boisgontier', 'Mme Adam Boisgontier']",,Élisa Adam-Boisgontier,Élisa Adam-Boisgontier.md,bbp23eR4DnZs,693223966861869322573,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Mgp8YUwRv3Jz,librettist
