class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label,related_to_value,member_of_value
Agent,Enrico de' Rossi-Gazzolo,"['Henri de Rossi-Gazzolo', 'Count Rossi-Gazzolo']",,Enrico de' Rossi-Gazzolo,Enrico de' Rossi-Gazzolo.md,XAXPzmuYeWFU,601524006938918438402,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,,
Agent,Enrico de' Rossi-Gazzolo,"['Henri de Rossi-Gazzolo', 'Count Rossi-Gazzolo']",,Enrico de' Rossi-Gazzolo,Enrico de' Rossi-Gazzolo.md,XAXPzmuYeWFU,601524006938918438402,date_of_birth,,,,,,,,,,,,,,
Agent,Enrico de' Rossi-Gazzolo,"['Henri de Rossi-Gazzolo', 'Count Rossi-Gazzolo']",,Enrico de' Rossi-Gazzolo,Enrico de' Rossi-Gazzolo.md,XAXPzmuYeWFU,601524006938918438402,described_by_source,,,,,,,,,,,,,,
Agent,Enrico de' Rossi-Gazzolo,"['Henri de Rossi-Gazzolo', 'Count Rossi-Gazzolo']",,Enrico de' Rossi-Gazzolo,Enrico de' Rossi-Gazzolo.md,XAXPzmuYeWFU,601524006938918438402,date_of_death,,,,,,,,,,,,,,
Agent,Enrico de' Rossi-Gazzolo,"['Henri de Rossi-Gazzolo', 'Count Rossi-Gazzolo']",,Enrico de' Rossi-Gazzolo,Enrico de' Rossi-Gazzolo.md,XAXPzmuYeWFU,601524006938918438402,place_of_birth,,,,,,,,,,,,,,
Agent,Enrico de' Rossi-Gazzolo,"['Henri de Rossi-Gazzolo', 'Count Rossi-Gazzolo']",,Enrico de' Rossi-Gazzolo,Enrico de' Rossi-Gazzolo.md,XAXPzmuYeWFU,601524006938918438402,place_of_death,,,,,,,,,,,,,,
Agent,Enrico de' Rossi-Gazzolo,"['Henri de Rossi-Gazzolo', 'Count Rossi-Gazzolo']",,Enrico de' Rossi-Gazzolo,Enrico de' Rossi-Gazzolo.md,XAXPzmuYeWFU,601524006938918438402,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,,,
Agent,Enrico de' Rossi-Gazzolo,"['Henri de Rossi-Gazzolo', 'Count Rossi-Gazzolo']",,Enrico de' Rossi-Gazzolo,Enrico de' Rossi-Gazzolo.md,XAXPzmuYeWFU,601524006938918438402,identifier,,,,,,,,,,,,,,
Agent,Enrico de' Rossi-Gazzolo,"['Henri de Rossi-Gazzolo', 'Count Rossi-Gazzolo']",,Enrico de' Rossi-Gazzolo,Enrico de' Rossi-Gazzolo.md,XAXPzmuYeWFU,601524006938918438402,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fgecgVu7ZDZ7,patron of the arts,,
Agent,Enrico de' Rossi-Gazzolo,"['Henri de Rossi-Gazzolo', 'Count Rossi-Gazzolo']",,Enrico de' Rossi-Gazzolo,Enrico de' Rossi-Gazzolo.md,XAXPzmuYeWFU,601524006938918438402,related_to,,,,,,,,,,,,,,
Agent,Enrico de' Rossi-Gazzolo,"['Henri de Rossi-Gazzolo', 'Count Rossi-Gazzolo']",,Enrico de' Rossi-Gazzolo,Enrico de' Rossi-Gazzolo.md,XAXPzmuYeWFU,601524006938918438402,member_of,,,,,,,,,,,,,,
