class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_volume,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,has_part,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1833.0,1.0,Journal des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/jUohUDQ7mo5u,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/FM6DzoKyNv6j', 'label': 'dedicatee'}",Abonnés du Journal des Demoiselles,,,,,,,,,,,,,,
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/ffGPdUcNKsB8,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",V. M. Bernhardt,,,,,,,,,,,,,,
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,has_version,,,,,,,,,,,https://anet.be/record/ap/opacap/c:lvd:12977270,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/RYU7rRDeh5zs', 'label': 'Royal Conservatory of Antwerp'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/BxHoLQMESXU2', 'label': 'Brussels'}]",1833.0,,,,,,,,,,
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,title,,,,,,,,,,,,,,,Les roses de mai: quadrille brillant,,,,,,,,,
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,instrumentation,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,depicts,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,about,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,language,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,based_on,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Les roses de mai. Quadrille brillant,,,Les roses de mai. Quadrille brillant,Les roses de mai. Quadrille brillant.md,nhhVWRK57VWH,922349666360413557855,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HKt9yvCZmpw6,quadrille
