class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_volume,part_of_label,contributor_value,contributor_role,contributor_reference_URL,contributor_label,has_version_holding_institution,has_version_permalink,has_version_place_of_publication,has_version_publisher,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,based_on_value,about_value,language_value,language_label
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/8FqAjuo6FtkU,song,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,has_part,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/VWaxuELqVfKN,4.0,Trésor des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NRPF64xecNgD,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PGagqrY8C5Aa', 'label': 'lyricist'}",https://anet.be/record/opacap/c:lvd:12971546,Marceline Desbordes-Valmore,,,,,,,,,,,,,
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/gBejS4d5MNmC,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",https://anet.be/record/opacap/c:lvd:12971546,François de Coninck,,,,,,,,,,,,,
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,has_version,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/RYU7rRDeh5zs', 'label': 'Royal Conservatory of Antwerp'}",https://anet.be/record/opacap/c:lvd:12971546,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/BxHoLQMESXU2', 'label': 'Brussels'}","{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/XogB6ccutzoR', 'label': 'François Desterbecq'}",,,,,,,,,
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,title,,,,,,,,,,,,,,,Le soir: mélodie transcrite pour soprano,,,,,,,,
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,instrumentation,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,instrumentation,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cyw32uWwiuUQ,1.0,voice,,,,,
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,depicts,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,based_on,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,about,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le soir: mélodie transcrite pour soprano,,,Le soir,Le soir.md,dJRZgT58Xf8A,728198642634042432977,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fcrABEiDKbza,French
