class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,occupation_value,occupation_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value
Agent,Robert Julien Van Maldeghem,,,Robert Julien Van Maldeghem,Robert Julien Van Maldeghem.md,RjYJceWjXaJJ,489661458573364801030,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,
Agent,Robert Julien Van Maldeghem,,,Robert Julien Van Maldeghem,Robert Julien Van Maldeghem.md,RjYJceWjXaJJ,489661458573364801030,occupation,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer,,,,,,,,
Agent,Robert Julien Van Maldeghem,,,Robert Julien Van Maldeghem,Robert Julien Van Maldeghem.md,RjYJceWjXaJJ,489661458573364801030,date_of_birth,,,,,,,,,,,,
Agent,Robert Julien Van Maldeghem,,,Robert Julien Van Maldeghem,Robert Julien Van Maldeghem.md,RjYJceWjXaJJ,489661458573364801030,described_by_source,,,,,,,,,,,,
Agent,Robert Julien Van Maldeghem,,,Robert Julien Van Maldeghem,Robert Julien Van Maldeghem.md,RjYJceWjXaJJ,489661458573364801030,date_of_death,,,,,,,,,,,,
Agent,Robert Julien Van Maldeghem,,,Robert Julien Van Maldeghem,Robert Julien Van Maldeghem.md,RjYJceWjXaJJ,489661458573364801030,place_of_birth,,,,,,,,,,,,
Agent,Robert Julien Van Maldeghem,,,Robert Julien Van Maldeghem,Robert Julien Van Maldeghem.md,RjYJceWjXaJJ,489661458573364801030,place_of_death,,,,,,,,,,,,
Agent,Robert Julien Van Maldeghem,,,Robert Julien Van Maldeghem,Robert Julien Van Maldeghem.md,RjYJceWjXaJJ,489661458573364801030,sex_or_gender,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,
Agent,Robert Julien Van Maldeghem,,,Robert Julien Van Maldeghem,Robert Julien Van Maldeghem.md,RjYJceWjXaJJ,489661458573364801030,identifier,,,,,,,,,,,,http://www.wikidata.org/entity/Q2298736
