class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,has_part,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1869-03,Journal des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/iSimXAKtZnp4,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Ernesto Nicolini,,,,,,,,,,,,,,
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/4Z9bCRmwDbS7,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PGagqrY8C5Aa', 'label': 'lyricist'}",Paul Dubourg,,,,,,,,,,,,,,
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,has_version,,,,,,,,,,https://strutture-provincia.primo.exlibrisgroup.com/permalink/39SBT_INST/116i12g/alma991012401879706186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/WYNgoYLdzNNR', 'label': 'Biblioteca comunale di Ala'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1869.0,,,,,,,,,,
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,title,,,,,,,,,,,,,,Le printemps : rondeau paroles de Paul Dubourg ; musique de Nicolini.,,,,,,,,,
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,depicts,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,about,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,language,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,based_on,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le printemps. Rondeau,,,Le printemps. Rondeau,Le printemps. Rondeau.md,iRikf9ADyHgY,834021573424256880666,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HSET3ivinxzc,rondeau
