class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,described_by_source_label,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label
Agent,Jean Baptiste Bruylant,['Bruylant-Christophe & Cie'],Belgian publisher,Jean Baptiste Bruylant,Jean Baptiste Bruylant.md,Habre5ErbtGP,321338582333263951857,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,,
Agent,Jean Baptiste Bruylant,['Bruylant-Christophe & Cie'],Belgian publisher,Jean Baptiste Bruylant,Jean Baptiste Bruylant.md,Habre5ErbtGP,321338582333263951857,date_of_birth,,,,,,,,,,,,,
Agent,Jean Baptiste Bruylant,['Bruylant-Christophe & Cie'],Belgian publisher,Jean Baptiste Bruylant,Jean Baptiste Bruylant.md,Habre5ErbtGP,321338582333263951857,described_by_source,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/XP2eoc3jqCp2,Wikidata,,,,,,,,
Agent,Jean Baptiste Bruylant,['Bruylant-Christophe & Cie'],Belgian publisher,Jean Baptiste Bruylant,Jean Baptiste Bruylant.md,Habre5ErbtGP,321338582333263951857,date_of_death,,,,,,,,,,,,,
Agent,Jean Baptiste Bruylant,['Bruylant-Christophe & Cie'],Belgian publisher,Jean Baptiste Bruylant,Jean Baptiste Bruylant.md,Habre5ErbtGP,321338582333263951857,place_of_birth,,,,,,,,,,,,,
Agent,Jean Baptiste Bruylant,['Bruylant-Christophe & Cie'],Belgian publisher,Jean Baptiste Bruylant,Jean Baptiste Bruylant.md,Habre5ErbtGP,321338582333263951857,place_of_death,,,,,,,,,,,,,
Agent,Jean Baptiste Bruylant,['Bruylant-Christophe & Cie'],Belgian publisher,Jean Baptiste Bruylant,Jean Baptiste Bruylant.md,Habre5ErbtGP,321338582333263951857,sex_or_gender,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,
Agent,Jean Baptiste Bruylant,['Bruylant-Christophe & Cie'],Belgian publisher,Jean Baptiste Bruylant,Jean Baptiste Bruylant.md,Habre5ErbtGP,321338582333263951857,identifier,,,,,,,,,,,http://www.wikidata.org/entity/Q55902869,,
Agent,Jean Baptiste Bruylant,['Bruylant-Christophe & Cie'],Belgian publisher,Jean Baptiste Bruylant,Jean Baptiste Bruylant.md,Habre5ErbtGP,321338582333263951857,occupation,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Tk5wRTQJ7aUs,publisher
