class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_volume,part_of_publication_date,part_of_label,contributor_value,has_version_external_source,has_version_holding_institution,has_version_publication_date,has_version_place_of_publication,has_version_permalink,title_value,instrumentation_value,depicts_value,about_value,language_value,language_label,based_on_value
Manifestation,Journal des demoiselles (1853),,,Journal des demoiselles (1853),Journal des demoiselles (1853).md,T5ASCKwAeK8X,517037103479849848796,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Ue6ZuYvAVpqW,periodical,,,,,,,,,,,,,,,,,,
Manifestation,Journal des demoiselles (1853),,,Journal des demoiselles (1853),Journal des demoiselles (1853).md,T5ASCKwAeK8X,517037103479849848796,has_part,,,,,,,,,,,,,,,,,,,,
Manifestation,Journal des demoiselles (1853),,,Journal des demoiselles (1853),Journal des demoiselles (1853).md,T5ASCKwAeK8X,517037103479849848796,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,21.0,1853-01-01,Journal des demoiselles,,,,,,,,,,,,,
Manifestation,Journal des demoiselles (1853),,,Journal des demoiselles (1853),Journal des demoiselles (1853).md,T5ASCKwAeK8X,517037103479849848796,contributor,,,,,,,,,,,,,,,,,,,,
Manifestation,Journal des demoiselles (1853),,,Journal des demoiselles (1853),Journal des demoiselles (1853).md,T5ASCKwAeK8X,517037103479849848796,has_version,,,,,,,,,https://archive.org/details/journaldesdemoi01unkngoog,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HzNj4duEtJSX', 'label': 'Harvard University'}",1853-01-01,"[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",https://id.lib.harvard.edu/alma/990053803900203941/catalog,,,,,,,
Manifestation,Journal des demoiselles (1853),,,Journal des demoiselles (1853),Journal des demoiselles (1853).md,T5ASCKwAeK8X,517037103479849848796,title,,,,,,,,,,,,,,,,,,,,
Manifestation,Journal des demoiselles (1853),,,Journal des demoiselles (1853),Journal des demoiselles (1853).md,T5ASCKwAeK8X,517037103479849848796,instrumentation,,,,,,,,,,,,,,,,,,,,
Manifestation,Journal des demoiselles (1853),,,Journal des demoiselles (1853),Journal des demoiselles (1853).md,T5ASCKwAeK8X,517037103479849848796,depicts,,,,,,,,,,,,,,,,,,,,
Manifestation,Journal des demoiselles (1853),,,Journal des demoiselles (1853),Journal des demoiselles (1853).md,T5ASCKwAeK8X,517037103479849848796,about,,,,,,,,,,,,,,,,,,,,
Manifestation,Journal des demoiselles (1853),,,Journal des demoiselles (1853),Journal des demoiselles (1853).md,T5ASCKwAeK8X,517037103479849848796,language,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fcrABEiDKbza,French,
Manifestation,Journal des demoiselles (1853),,,Journal des demoiselles (1853),Journal des demoiselles (1853).md,T5ASCKwAeK8X,517037103479849848796,based_on,,,,,,,,,,,,,,,,,,,,
