class,label,aliases,description,base_name,filename,id,n_id,property,identifier_value,country_value,instance_of_value,instance_of_label
Place,Italy,,,Italy,Italy.md,VAvBZjyK4s8B,560396904689154412458,identifier,http://www.wikidata.org/entity/Q38,,,
Place,Italy,,,Italy,Italy.md,VAvBZjyK4s8B,560396904689154412458,country,,,,
Place,Italy,,,Italy,Italy.md,VAvBZjyK4s8B,560396904689154412458,instance_of,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/Aut3aeGdqhKq,country
