class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_publication_date,has_version_place_of_publication,has_version_holding_institution,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,has_part,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,,Journal des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/jUohUDQ7mo5u,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/FM6DzoKyNv6j', 'label': 'dedicatee'}",Abonnés du Journal des Demoiselles,,,,,,,,,,,,,,
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/d3ATGHtkH8gd,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Albin de Leiris,,,,,,,,,,,,,,
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,has_version,,,,,,,,,,https://catalog.b-bc.org/cgi-bin/koha/opac-detail.pl?biblionumber=61732,,,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/iKoQN6jW4jjj', 'label': 'Royal Conservatory of Brussels'}",,,,,,,,,,
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,title,,,,,,,,,,,,,,Delia : polka-mazurka / par Albin de Leïris,,,,,,,,,
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,depicts,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,about,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,language,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,based_on,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Delia. Polka-mazurka. Par Albin de Leïris,,,Delia. Polka-mazurka. Par Albin de Leïris,Delia. Polka-mazurka. Par Albin de Leïris.md,oCXudSphqf9d,932425773057839154989,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/U66A6PCCFAfU,polka
