class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_publication_date,has_version_place_of_publication,has_version_holding_institution,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,has_part,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,,Journal des demoiselles,,,,,,,,,,,,,,,,,
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/jUohUDQ7mo5u,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/FM6DzoKyNv6j', 'label': 'dedicatee'}",Abonnés du Journal des Demoiselles,,,,,,,,,,,,,,
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/g6GkTxFENv6x,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",A. Daguin,,,,,,,,,,,,,,
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,has_version,,,,,,,,,,https://catalog.b-bc.org/cgi-bin/koha/opac-detail.pl?biblionumber=61731,,,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/iKoQN6jW4jjj', 'label': 'Royal Conservatory of Brussels'}",,,,,,,,,,
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,title,,,,,,,,,,,,,,Fanny : polka pour le piano / par A. Daguin,,,,,,,,,
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,depicts,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,about,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,language,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,based_on,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Fanny. Polka pour le piano,,,Fanny. Polka pour le piano,Fanny. Polka pour le piano.md,Xa2kJ3jQsSsz,610030874867027558585,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/U66A6PCCFAfU,polka
