class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,date_of_birth_value,described_by_source_value,date_of_death_value,place_of_birth_value,place_of_death_value,sex_or_gender_value,sex_or_gender_label,identifier_value,occupation_value,occupation_label
Agent,Ferdinand Hérold,,,Ferdinand Hérold,Ferdinand Hérold.md,JT3QvpNMS2Cf,339234137723064018280,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/TudsDJnQvonk,human,,,,,,,,,,
Agent,Ferdinand Hérold,,,Ferdinand Hérold,Ferdinand Hérold.md,JT3QvpNMS2Cf,339234137723064018280,date_of_birth,,,,,,,,,,,,
Agent,Ferdinand Hérold,,,Ferdinand Hérold,Ferdinand Hérold.md,JT3QvpNMS2Cf,339234137723064018280,described_by_source,,,,,,,,,,,,
Agent,Ferdinand Hérold,,,Ferdinand Hérold,Ferdinand Hérold.md,JT3QvpNMS2Cf,339234137723064018280,date_of_death,,,,,,,,,,,,
Agent,Ferdinand Hérold,,,Ferdinand Hérold,Ferdinand Hérold.md,JT3QvpNMS2Cf,339234137723064018280,place_of_birth,,,,,,,,,,,,
Agent,Ferdinand Hérold,,,Ferdinand Hérold,Ferdinand Hérold.md,JT3QvpNMS2Cf,339234137723064018280,place_of_death,,,,,,,,,,,,
Agent,Ferdinand Hérold,,,Ferdinand Hérold,Ferdinand Hérold.md,JT3QvpNMS2Cf,339234137723064018280,sex_or_gender,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/hkA3uvTGSDnD,male,,,
Agent,Ferdinand Hérold,,,Ferdinand Hérold,Ferdinand Hérold.md,JT3QvpNMS2Cf,339234137723064018280,identifier,,,,,,,,,,http://www.wikidata.org/entity/Q362639,,
Agent,Ferdinand Hérold,,,Ferdinand Hérold,Ferdinand Hérold.md,JT3QvpNMS2Cf,339234137723064018280,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5,composer
