class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_volume,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_publication_date,has_version_external_source,has_version_IIIF_manifest,has_version_place_of_publication,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,language_label,based_on_value
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/8FqAjuo6FtkU,song,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,has_part,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,7.0,1839-01-01,Journal des demoiselles,,,,,,,,,,,,,,,,,,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/5KtRTRb3rbmX,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Emile Millet,,,,,,,,,,,,,,,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,contributor,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/XudZsfnJCkRh,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PGagqrY8C5Aa', 'label': 'lyricist'}",Amable Tastu,,,,,,,,,,,,,,,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,has_version,,,,,,,,,,,https://mdz-nbn-resolving.de/details:bsb10359990,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PSaEANSLWUfh', 'label': 'Munich Digitization Center'}",1839-01-01,https://www.digitale-sammlungen.de/en/view/bsb10359990,https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10359990/manifest,"[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",,,,,,,,,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,title,,,,,,,,,,,,,,,,,Le Voyageurs de nuit: Chansonette,,,,,,,,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,instrumentation,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/oVWVztHMuzF4,1.0,guitar,,,,,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,instrumentation,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,instrumentation,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cyw32uWwiuUQ,1.0,voice,,,,,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,depicts,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,about,,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fcrABEiDKbza,French,
Manifestation,Le Voyageurs de nuit,,,Le Voyageurs de nuit,Le Voyageurs de nuit.md,S77HJUbgUuKq,497105225027774752391,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
