class,label,aliases,description,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,has_part_value,part_of_value,part_of_publication_date,part_of_label,contributor_value,contributor_role,contributor_label,has_version_permalink,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,title_value,instrumentation_value,instrumentation_quantity,instrumentation_label,depicts_value,about_value,language_value,language_label,based_on_value,form_of_creative_work_value,form_of_creative_work_label
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,instance_of,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PoUD3gvUcVyr,notated music,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,has_part,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,part_of,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/NS7S3TJjbHvU,1867-09,Journal des demoiselles,,,,,,,,,,,,,,,,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVQ65sXxdJGu,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/9Y8pKvFMJST5', 'label': 'composer'}",Vincenzo Bonetti,,,,,,,,,,,,,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,contributor,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/46bgjfV4h235,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/PGagqrY8C5Aa', 'label': 'lyricist'}",Gustave Chouquet,,,,,,,,,,,,,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,has_version,,,,,,,,,,https://strutture-provincia.primo.exlibrisgroup.com/permalink/39SBT_INST/116i12g/alma991012394549706186,"{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/WYNgoYLdzNNR', 'label': 'Biblioteca comunale di Ala'}","[{'value': 'https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/7VQdaj7JW86d', 'label': 'Paris'}]",1867.0,,,,,,,,,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,title,,,,,,,,,,,,,,Dieu le veut! : hymne à la paix paroles de M.r Gustave Chouchet ; musique de M.r Vincenzo Bonetti.,,,,,,,,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/cyw32uWwiuUQ,1.0,voice,,,,,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,instrumentation,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/HVUSjYYisyE8,1.0,piano,,,,,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,depicts,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,about,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,language,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/fcrABEiDKbza,French,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,based_on,,,,,,,,,,,,,,,,,,,,,,,,
Manifestation,Dieu le veut! Hymne à la paix,,,Dieu le veut! Hymne à la paix,Dieu le veut! Hymne à la paix.md,HE6n89KyiKTD,313913219084136076469,form_of_creative_work,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/tresor-des-demoiselles/entity/8FqAjuo6FtkU,song
